Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
Opening Screen/KEY_DLC_ACTIVATE,Text,,ADDITIONAL OPTIONS ON NEW GAME START,,OPTIONS SUPPLÉMENTAIRES AU DÉBUT D'UN NOUVEAU JEU,,,,,,
UNBUFFED,Text,,UNBUFFED,,NON AMÉLIORÉ,,,,,,
BUFFED,Text,,BUFFED,,AMÉLIORÉ,,,,,,
RANDOM,Text,,RANDOM,,ALÉATOIRE,,,,,,
STARTING_SQUAD,Text,,STARTING SQUAD,,ÉQUIPE DE DÉPART,,,,,,
STARTING_SQUAD_DESCRIPTION,Text,,"You can choose to get a squad with random identities (as in Vanilla without doing the tutorial), the Vanilla tutorial starting squad (with higher stats), or a squad that will include Sophia Brown and Jacob with unbuffed stats (default on TFTV). Note that Jacob is a sniper, as in the title screen :)",,"Vous pouvez choisir d'obtenir une équipe avec des identités aléatoires (comme dans le jeu 'Vanilla', sans suivre le didacticiel), l'équipe de départ du didacticiel 'Vanilla' (avec des statistiques plus élevées) ou une équipe qui comprendra Sophia Brown et Jacob avec des statistiques non améliorées (par défaut sur TFTV). Notez que Jacob est un tireur d'élite, comme dans l'écran titre :)",,,,,,
Vanilla_Random,Text,,Vanilla Random,,Aléatoire (Vanilla),,,,,,
Random,Text,,Random (ALL bases included),,Aléatoire (TOUTES les bases incluses),,,,,,
Antarctica,Text,,Antarctica,,Antarctique,,,,,,
Asia,Text,,Asia (China),,Asie (Chine),,,,,,
Australia,Text,,Australia,,Australie,,,,,,
Central_America,Text,,Central America (Honduras),,Amérique centrale (Honduras),,,,,,
East_Africa,Text,,East Africa (Ethiopia),,Afrique de l'Est (Éthiopie),,,,,,
Eastern_Europe,Text,,Eastern Europe (Ukraine),,Europe de l'Est (Ukraine),,,,,,
Greenland,Text,,Greenland,,Groenland,,,,,,
Middle_East,Text,,Middle East (Afghanistan),,Moyen-Orient (Afghanistan),,,,,,
North_Africa,Text,,North Africa (Algeria),,Afrique du Nord (Algérie),,,,,,
Alaska,Text,,North America (Alaska),,Amérique du Nord (Alaska),,,,,,
Mexico,Text,,North America (Mexico),,Amérique du Nord (Mexique),,,,,,
Quebec,Text,,North America (Quebec),,Amérique du Nord (Québec),,,,,,
Siberia,Text,,Northern Asia (Siberia),,Asie du Nord (Sibérie),,,,,,
South_Africa,Text,,South Africa (Zimbabwe),,Afrique du Sud (Zimbabwe),,,,,,
Bolivia,Text,,South America (Bolivia),,Amérique du Sud (Bolivie),,,,,,
Tierra_de_Fuego,Text,,South America (Tierra de Fuego),,Amérique du Sud (Terre de Feu),,,,,,
Southeast_Asia,Text,,Southeast Asia (Cambodia),,Asie du Sud-Est (Cambodge),,,,,,
West_Africa,Text,,West Africa (Ghana),,Afrique de l'Ouest (Ghana),,,,,,
STARTING_BASE,Text,,STARTING BASE LOCATION,,BASE DE DÉPART,,,,,,
STARTING_BASE_DESCRIPTION,Text,,Select your starting base. You can choose a specific location to start from. Please note that some locations are harder to start from than others!,,Sélectionnez votre base de départ. Vous pouvez choisir un emplacement spécifique à partir duquel commencer. Veuillez noter que certains endroits sont plus difficiles à démarrer que d’autres !,,,,,,
FACTION_BACKGROUND,Text,,FACTION BACKGROUND,,FACTION DE RÉFÉRENCE,,,,,,
FACTION_BACKGROUND_DESCRIPTION,Text,,"You can choose a different faction background. If you do, one of your Assaults and your starting Heavy on Legend and Hero, Assault on Veteran, or Sniper on Rookie will be replaced by an operative of the elite class of the Faction of your choice. You will also get the corresponding faction technology once the faction researches it.",,"Vous pouvez choisir une faction de référence différente. Si vous le faites, un de vos Assauts et votre Heavy de départ en difficulté Légendaire et Héros, Assaut en Vétéran ou Sniper en Rookie, seront remplacés par un agent de la classe élite de la Faction correspondante. Vous obtiendrez également la technologie de faction correspondante une fois que la faction l'aura recherchée.",,,,,,
SCAVENGING_SITES_DESCRIPTION,Text,,"Total number of scavenging sites generated on game start, not counting overgrown sites. (Vanilla: 16, TFTV default 8, because Ambushes generate additional resources).",,"Nombre total de sites de récupération générés au démarrage du jeu, sans compter les sites envahis par la végétation. (Vanilla : 16, TFTV par défaut 8, car les embuscades génèrent des ressources supplémentaires).",,,,,,
YES,Text,,YES,,OUI,,,,,,
NO,Text,,NO,,NON,,,,,,
KEY_LimitedCapture_DESCRIPTION,Text,,Play with game mechanics that set a limit to how many Pandorans you can capture per mission.,,Jouez avec des mécanismes de jeu qui fixent une limite au nombre de Pandoriens que vous pouvez capturer par mission.,,,,,,
KEY_LimitedHarvesting_DESCRIPTION,Text,,Play with game mechanics that make obtaining food or mutagens from captured Pandorans harder.,,Jouez avec des mécanismes de jeu qui rendent plus difficile l’obtention de nourriture ou de mutagènes auprès des Pandoriens capturés.,,,,,,
KEY_LimitedHarvesting,Text,,LIMITED HARVESTING,,RÉCOLTE LIMITÉE,,,,,,
KEY_LimitedCapture,Text,,LIMITED CAPTURING,,CAPTURE LIMITÉE,,,,,,
SCAVENGING_SITES,Text,,SCAVENGING SITES #,,SITES DE RÉCUPÉRATION #,,,,,,
HIGH,Text,,HIGH,,ÉLEVÉ,,,,,,
MEDIUM,Text,,MEDIUM,,MOYEN,,,,,,
LOW,Text,,LOW,,FAIBLE,,,,,,
NONE,Text,,NONE,,AUCUN,,,,,,
SCAV_PRIORITY_DESCRIPTION,Text,,"In Vanilla and default TFTV, resource crate scavenging sites are much more likely to spawn than either vehicle or personnel rescues. You can modify the relative chances of each type of scavenging site being generated. Choose none to have 0 scavenging sites of this type (for reference, high/medium/low ratio is 6/4/1).",,"Dans Vanilla et TFTV par défaut, les sites de récupération de caisses de ressources sont beaucoup plus susceptibles d'apparaître que les sauvetages de véhicules ou de personnel. Vous pouvez modifier les chances relatives de génération de chaque type de site de récupération. Choisissez-en aucun pour avoir 0 site de récupération de ce type (pour référence, le rapport élevé/moyen/faible est de 6/4/1).",,,,,,
VEHICLE_PRIORITY,Text,,VEHICLE PRIORITY,,PRIO AUX VÉHICULE,,,,,,
RECRUITS_PRIORITY,Text,,RECRUITS PRIORITY,,PRIO AUX RECRUES,,,,,,
RESOURCE_CRATE_PRIORITY,Text,,RESOURCE CRATE PRIORITY,,PRIO AUX RESSOURCES,,,,,,
NO_CHANGE,Text,,NO CHANGE,,PAS DE CHANGEMENT,,,,,,
KEY_difficultyOnTactical_DESCRIPTION,Text,,You can choose a different difficulty setting for the tactical portion of the game at any time.,,Vous pouvez à tout moment choisir un niveau de difficulté différent pour la partie tactique du jeu.,,,,,,
KEY_difficultyOnTactical,Text,,DIFFICULTY ON TACTICAL,,DIFFICULTÉ EN TACTIQUE,,,,,,
KEY_LearnFirstPersonalSkill_DESCRIPTION,Text,,"If enabled, the first personal skill (level 1) is set right after a character is created (starting soldiers, new recruits in havens, rewards, etc).",,"Si elle est activée, la première compétence personnelle (niveau 1) est définie juste après la création d'un personnage (soldats de départ, nouvelles recrues dans les refuges, récompenses, etc.).",,,,,,
KEY_LearnFirstPersonalSkill,Text,,LEARN FIRST BACKGROUND PERK,,DÉFINIR LA COMPETENCE HISTOIRE,,,,,,
KEY_HavenSOS_DESCRIPTION,Text,,"Havens under attack will send an SOS, revealing their location to the player.",,"Les refuges attaqués enverront un SOS, révélant leur emplacement au joueur.",,,,,,
KEY_HavenSOS,Text,,HAVENS SEND SOS,,S.O.S DES REFUGES,,,,,,
KEY_disableSavingOnTactical_DESCRIPTION,Text,,You can still restart the mission though.,,Vous pouvez cependant toujours relancer la mission.,,,,,,
KEY_disableSavingOnTactical,Text,,DISABLE SAVING ON TACTICAL,,DÉSACTIVER SAUV. EN TACTIQUE,,,,,,
KEY_ActivateStaminaRecuperatonModule_DESCRIPTION,Text,,"The starting type of passenger module, FAR-M, will slowly recuperate the stamina of the operatives on board. Switch off if you prefer to have to return to base more often.",,"Le premier type de module passagers, FAR-M, récupérera lentement l'endurance des agents à bord. Désactiver l'option si vous préférez avoir à revenir à la base plus souvent.",,,,,,
KEY_ActivateStaminaRecuperatonModule,Text,,STAMINA RECUPERATION FAR-M,,RÉCUP. D'ENDURANCE DU FAR-M,,,,,,
HARDER_AMBUSHES_DESCRIPTION,Text,,"Ambushes will happen more often and will be harder. Regardless of this setting, all ambushes will have crates in them. Set to false on Rookie by default",,"Les embuscades se produiront plus souvent et seront plus difficiles. Quel que soit ce paramètre, toutes les embuscades contiendront des caisses. Défini sur false sur Rookie par défaut",,,,,,
HARDER_AMBUSHES,Text,,HARDER AMBUSHES,,EMBUSCADES DIFFICILES,,,,,,
STAMINA_DRAIN_DESCRIPTION,Text,,The stamina of any operative that sustains an injury in combat that results in a disabled body part will be set to zero after the mission. The stamina of any operative that undergoes a mutation or bionic augmentation will also be set to zero.,,L'endurance de tout agent qui subit une blessure au combat entraînant une partie du corps désactivée sera remise à zéro après la mission. L'endurance de tout agent subissant une mutation ou une augmentation bionique sera également mise à zéro.,,,,,,
STAMINA_DRAIN,Text,,STAMINA DRAIN ON INJURY/AUGMENTATION,,DRAIN D'ENDURANCE LORS D'UNE BLESSURE/AUGMENTATION,,,,,,
HIGHER_DIPLOMATIC_PENALTIES_DESCRIPTION,Text,,Diplomatic penalties from choices in events are doubled and revealing diplomatic missions for one faction gives a diplomatic penalty with the other factions. Can be applied to a game in progress. Set to false on Rookie by default,,Les pénalités diplomatiques liées aux choix lors des événements sont doublées et révéler des missions diplomatiques pour une faction donne une pénalité diplomatique avec les autres factions. Peut être appliqué à un jeu en cours. Défini sur 'Non' en Rookie,,,,,,
HIGHER_DIPLOMATIC_PENALTIES,Text,,HIGHER DIPLOMATIC PENALTIES,,PÉNALITÉS DIPLO. PLUS ÉLEVÉES,,,,,,
ADJUST_IMPOSSIBLE_WEAPONS_DESCRIPTION,Text,,"In TFTV, Ancient Weapons are replaced by the Impossible Weapons (IW) counterparts. They have different functionality (read: they are nerfed) and some of them require additional faction research. Check this option off to keep Impossible Weapons with the same stats and functionality as Ancient Weapons in Vanilla and without requiring additional faction research. Set to false by default on Rookie.",,"Dans TFTV, les armes anciennes sont remplacées par leurs homologues Armes Impossibles (AI). Elles ont des fonctionnalités différentes (lire : ils sont nerfés) et certains d’entre eux nécessitent une recherche de faction supplémentaire. Cochez cette option pour conserver les armes impossibles avec les mêmes statistiques et fonctionnalités que les armes anciennes dans Vanilla et sans nécessiter de recherche de faction supplémentaire. Défini sur 'Non' en Rookie.",,,,,,
ADJUST_IMPOSSIBLE_WEAPONS,Text,,ADJUST IMPOSSIBLE WEAPONS,,AJUSTEZ LES ARMES IMPOSSIBLES,,,,,,
SCALE_RESOURCE_ACQUISITION_DESCRIPTION,Text,,"TFTV adjusts the amount of resources gained in Missions and Events by difficulty level. Please be aware that, for Events, TFTV 100% refers to Vanilla Pre-Azazoth patch levels (so it's actually 80% of current Vanilla amount).",,"TFTV ajuste la quantité de ressources gagnées dans les missions et les événements par niveau de difficulté. Veuillez noter que, pour les événements, TFTV 100 % fait référence aux niveaux du patch Vanilla Pre-Azazoth (il s'agit donc en fait de 80 % du montant actuel de Vanilla).",,,,,,
SCALE_RESOURCE_ACQUISITION,Text,,SCALE RESOURCE ACQUISITION,,ÉCHELLE D'ACQUISITION DE RESSOURCES,,,,,,
EXOTIC_RESOURCES_AMOUNT_DESCRIPTION,Text,,"Choose the amount of Exotic Resources you want to have in your game per playthrough. Each unit provides enough resources to manufacture one set of Impossible Weapons. So, if you want to have two full sets, set this number to 2, and so on. By default, this is set by the difficulty level: 2.5 on Rookie, 2 on Veteran, 1.5 on Hero, 1 on Legend.",,"Choisissez la quantité de ressources exotiques que vous souhaitez avoir dans votre jeu par partie. Chaque unité fournit suffisamment de ressources pour fabriquer un ensemble d'armes impossibles. Donc, si vous souhaitez avoir deux ensembles complets, définissez ce nombre sur 2, et ainsi de suite. Par défaut, celui-ci est défini par le niveau de difficulté : 2,5 en Rookie, 2 en Vétéran, 1,5 en Héros, 1 en Légendaire.",,,,,,
EXOTIC_RESOURCES_AMOUNT,Text,,AMOUNT OF EXOTIC RESOURCES,,QUANTITÉ DE RESSOURCES EXOTIQUES,,,,,,
KEY_SkipMovies_DESCRIPTION,Text,,"Choose whether to skip Logos on game launch, Intro and Landing cinematics. Adapted from Mad's Assorted Adjustments.",,"Choisissez si vous souhaitez ignorer les logos lors du lancement du jeu, les cinématiques d'introduction et d'atterrissage. Adapté du mod 'Assorted Adjustments' de Mad.",,,,,,
KEY_SkipMovies,Text,,SKIP MOVIES,,PASSER LES CINÉMATIQUES,,,,,,
KEY_MoreMistVO_DESCRIPTION,Text,,"If you are playing on a Low-end system and experience lag with this Void Omen, you can turn it off here. This will prevent it from rolling.",,"Si vous jouez sur un système bas de gamme et que vous rencontrez du décalage avec ce Void Omen, vous pouvez le désactiver ici. Cela l'empêchera de rouler.",,,,,,
KEY_MoreMistVO,Text,,PLAY WITH MORE MIST VOID OMEN,,PRÉSAGE DU NÉANT : PLUS DE BRUME,,,,,,
STRONGER_PANDORANS_DESCRIPTION,Text,,Applies the changes from Dtony BetterEnemies that make Pandorans more of a challenge.,,Applique les changements de Dtony BetterEnemies qui rendent les Pandoriens plus difficiles.,,,,,,
STRONGER_PANDORANS,Text,,STRONGER PANDORANS,,PANDORIENS PLUS FORTS,,,,,,
KEY_AnimateWhileShooting_DESCRIPTION,Text,,"The characters will continue to animate during shooting sequences and targets that are hit may flinch, causing subsequent shots in a burst to miss when shooting in freeaim mode.",,"Les personnages continueront à s'animer pendant les séquences de tir et les cibles touchées peuvent reculer ou trésauter sous l'effet des tirs, provoquant l'échec des tirs suivants en rafale lors du tir en mode visée libre.",,,,,,
KEY_AnimateWhileShooting,Text,,FLINCHING,,RECUL DES CIBLES,,,,,,
KEY_ReinforcementsNoDrops_DESCRIPTION,Text,,Enemy reinforcements do not drop items on death; disallows farming for weapons on missions with infinite reinforcements.,,Les renforts ennemis ne lâchent pas d'objets en cas de mort ; interdit le 'farm' d'armes lors de missions avec des renforts infinis.,,,,,,
KEY_ReinforcementsNoDrops,Text,,NO ITEM DROPS FROM REINFORCEMENTS,,PAS DE 'LOOT' DES RENFORTS,,,,,,
KEY_LimitedRaiding_DESCRIPTION,Text,,"After a raid, all faction havens are immediately set to highest alert and may not be raided in the next 7 days.",,"Après un raid, tous les refuges de faction sont immédiatement mis en état d'alerte maximale et ne peuvent pas être attaqués dans les 7 prochains jours.",,,,,,
KEY_LimitedRaiding,Text,,LIMITED RAIDING,,RAID LIMITÉ,,,,,,
KEY_EqualizeTrade_DESCRIPTION,Text,,"Trade is always 1 tech for 5 food or 5 materials, so no profit can be made from trading.",,"Les échanges commerciaux sont toujours avec le rapport 1 technologie pour 5 aliments ou 5 matériaux, donc aucun profit ne peut être réalisé grâce au commerce.",,,,,,
KEY_EqualizeTrade,Text,,NO PROFIT FROM TRADING,,AUCUN BÉNÉFICE DES ÉCHANGES,,,,,,
KEY_OPTIONS_TACTICAL_SAVING_WARNING,Text,,"Saving and loading on Tactical can result in odd behavior and bugs (Vanilla issues). It is recommended to save only on Geoscape (and use several saves, in case one of them gets corrupted). And, you know what... losing soldiers in TFTV is fun :)",,"La sauvegarde et le chargement en Tactique peuvent entraîner des comportements étranges et des bugs (problèmes Vanilla). Il est recommandé de sauvegarder uniquement sur Geoscape (et d'utiliser plusieurs sauvegardes, au cas où l'une d'elles serait corrompue). Et vous savez quoi... perdre des soldats dans TFTV est amusant :)",,,,,,
KEY_OPTIONS_CHANGED_SETTING_WARNING0,Text,,Previous setting for,,Paramètre précédent pour,,,,,,
KEY_OPTIONS_CHANGED_SETTING_WARNING1,Text,,has already been implemetend on starting or a loading a game! PLEASE QUIT TO DESKTOP BEFORE STARTING OR LOADING A GAME,,a déjà été implémenté au démarrage ou au chargement d'un jeu ! VEUILLEZ QUITTER VERS LE BUREAU AVANT DE DÉMARRER OU DE CHARGER UN JEU,,,,,,
NO_SECOND_CHANCES,Text,,NO SECOND CHANCES,,AUCUNE DEUXIÈME CHANCE,,,,,,
NO_SECOND_CHANCES_DESCRIPTION,Text,,"If you fail a story mission, that is <i>it</i>; you may not retry it again. On by default on Legend and ETERMES.",,"Si vous échouez à une mission d'histoire, c'est <i>comme ça</i> ; vous ne pouvez pas réessayer. Activé par défaut en Légendaire et étermes.",,,,,,
KEY_LimitedDeploymentVO,Text,,PLAY WITH LIMITED DEPLOYMENT VOID OMEN,,PRÉSAGE DU NÉANT : DÉPLOIEMENT LIMITÉ,,,,,,
KEY_LimitedDeploymentVO_DESCRIPTION,Text,,"If you are finding the VOID OMEN reducing Maximum Deployment by 2 (and increasing soldier XP by 100%) unfun, you can turn it off here. This will prevent it from rolling and, if already rolled, will prevent it from having any effect.",,"Si vous trouvez que les présage du Néant réduit le déploiement maximum de 2 (et augmente l'XP du soldat de 100 %) peu amusant, vous pouvez le désactiver ici. Cela l’empêchera d'apparaître et, s’il est déjà lancé, l’empêchera d’avoir un quelconque effet.",,,,,,
KEY_DeactivateTacticalAutoStandby,Text,,Deactivate tactical auto standby,,Tactique : Désactiver la veille automatique,,,,,,
KEY_DeactivateTacticalAutoStandby_DESCRIPTION,Text,,"Disables or enables the vanilla behavior of automatically putting an actor into standby mode and thus switching to the next actor when all AP are used. ATTENTION: This function is WIP, i.e. currently still experimental!",,"Désactive ou active le comportement standard consistant à mettre automatiquement un acteur en mode veille et ainsi à passer à l'acteur suivant lorsque tous les PA sont utilisés. ATTENTION : Cette fonction est en WIP, c'est-à-dire actuellement encore expérimentale !",,,,,,
KEY_Debug,Text,,Debug log & messages,,Journal de débogage et messages,,,,,,
KEY_Debug_DESCRIPTION,Text,,"Shows when any error ocurrs. Please, do not change unless you know what you are doing.",,"Indique quand une erreur se produit. S'il vous plaît, ne changez pas à moins que vous sachiez ce que vous faites.",,,,,,
KEY_NoBarks,Text,,DISABLE PHOENIX OPERATIVES BARKS,,PAS DE COMMENTAIRES DES AGENTS,,,,,,
KEY_NoBarks_DESCRIPTION,Text,,Your operatives will silently execute your commands and stoically bear with their consequences.,,Vos agents exécuteront silencieusement vos ordres et supporteront stoïquement leurs conséquences.,,,,,,
KEY_Warning_Disable_Mod0,Text,,PLEASE DISABLE AND UNSUBCRIBE FROM,,VEUILLEZ DÉSACTIVER ET VOUS DÉSABONNER,,,,,,
KEY_Warning_Disable_Mod1,Text,,", AS THIS MOD HAS ALREADY BEEN FULLY INTEGRATED IN TERROR FROM THE VOID. PLEASE QUIT TO DESKTOP AND LAUNCH THE GAME AGAIN TO AVOID POSSIBLE ISSUES.",,", CAR CE MOD A DÉJÀ ÉTÉ ENTIÈREMENT INTÉGRÉ DANS TFTV. VEUILLEZ QUITTER VERS LE BUREAU ET RELANCER LE JEU POUR ÉVITER D'ÉVENTUELS PROBLÈMES.",,,,,,
KEY_ApplyCalvitixChanges,Text,,APPLY CALVITIX CHANGES,,MODIFS DE CALVITIX,,,,,,
KEY_ApplyCalvitixChanges_DESCRIPTION,Text,,Apply some small Changes from Calvitix for French Revision.,,"Applique des modifications suggérées par Calvitix, pour la Version Fr : Nb max en mission : 16,+1 slot dans les avions,Coût des munitions / 2,Coût des bâtiments x 2,Production de matériau et tech par les batiments,Tyr Autocanon, 1 coup après l'autre,...",,,,,,
