Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
She lost her parents during the First Mist. When Alistair Ashby and his band of refugees found her, she was another shell shocked child. In time, he became her friend and confidant, one of the few people who understood her.

Olena never talks about her past unless asked directly. She prefers to focus on the present and future challenges. She is loyal to Alistair and respects his judgment, particularly as to people. She is curious about the various factions but wary of their intentions or agendas.",,"Olena est née à Odessa d'un père coréen et d'une mère ukrainienne, tous deux chercheurs renommés en archéologie et en anthropologie. Ils ont voyagé dans le monde entier avec leur fille, l'exposant à différentes cultures et langues. Prodige, Olena porte l'empreinte d'un programme pour surdoués : une étrangère au sein de sa propre espèce.

Elle a perdu ses parents pendant la Première Brume. Lorsqu'Alistair Ashby et son groupe de réfugiés l'ont trouvée, elle n'était qu'une enfant traumatisée. Avec le temps, il est devenu son ami et son confident, l'une des rares personnes à la comprendre.

Olena ne parle jamais de son passé, sauf si on lui pose directement la question. Elle préfère se concentrer sur le présent et les défis à venir. Elle est loyale envers Alistair et respecte son jugement, en particulier en ce qui concerne les gens. Elle est curieuse des différentes factions, mais se méfie de leurs intentions ou de leurs programmes.",,,,,,
TFTV_LORE_HELENA_TITLE,Text,,Helena Lewandowski,,,,,,,,
TFTV_LORE_HELAN_DESCRIPTION,Text,,"Helena Lewandowski was born in Warsaw, Poland, in 1993. She had a passion for history and archaeology since she was a child, and pursued her studies at the University of Warsaw. She became one of the world’s leading experts on prehistoric cultures and civilizations, especially those that existed before the last ice age. 

In 2019, she joined Project Glory, a secretive attempt to study the nature of enigmatic ruins that predated Homo Sapiens. Project Glory was funded by the Phoenix Project and Vanadium Inc., and was led by Dr. Randolph Symes III, the director of the Phoenix Project at that time.

However, Dr. Symes did not share her enthusiasm or vision. Helena left Project Glory and joined Vanadium Inc., where she continued her research under the supervision of Tobias West, the CEO of Vanadium Inc. In 2022, when the Pandora virus began to spread across the globe, Helena uncovered evidence of an ancient civilization that had advanced technology and knowledge beyond anything known to modern humans. She contacted West and told him about her breakthrough.

However, West suddenly shut down Project Glory and ordered Helena to return to New Jericho’s headquarters. She was later transferred to a prison facility, where she remained until rescued by the Phoenix Project. ",,"Helena Lewandowski est née à Varsovie, en Pologne, en 1993. Passionnée d'histoire et d'archéologie depuis son enfance, elle a poursuivi ses études à l'université de Varsovie. Elle est devenue l'une des plus grandes spécialistes mondiales des cultures et civilisations préhistoriques, en particulier celles qui existaient avant la dernière période glaciaire. 

En 2019, elle rejoint le projet Glory, une tentative secrète d'étudier la nature de ruines énigmatiques antérieures à l'Homo Sapiens. Le Projet Glory est financé par le Projet Phoenix et Vanadium Inc. et est dirigé par le Dr Randolph Symes III, directeur du Projet Phoenix à l'époque.

Cependant, le Dr Symes ne partageait ni son enthousiasme ni sa vision. Helena quitte le Projet Glory et rejoint Vanadium Inc. où elle poursuit ses recherches sous la supervision de Tobias West, le PDG de Vanadium Inc. En 2022, alors que le virus Pandora commence à se propager à travers le monde, Helena découvre des preuves de l'existence d'une ancienne civilisation dotée d'une technologie avancée et de connaissances dépassant tout ce qui est connu des humains modernes. Elle contacte West et lui fait part de sa découverte.

Cependant, West a soudainement mis fin au projet Glory et a ordonné à Helena de retourner au siège de la Nouvelle-Jéricho. Elle fut ensuite transférée dans une prison, où elle resta jusqu'à ce qu'elle soit sauvée par le Projet Phénix. ",,,,,,
TFTV_LORE_BENNU_TITLE,Text,,Bennu,,,,,,,,
TFTV_LORE_BENNU_DESCRIPTION,Text,,"The Phoenix Project relies on a number of Limited Artificial Intelligences: task oriented, non replicating software with limited growth potential devoid of internal personality modulators, aggregated under the namespace ""Bennu"". 

Bennu runs the life support on Phoenix bases, assists with research and manufacturing processes, and provides the Director Interface and other critical information, among many other crucial background tasks. They allow the Director maximum control in both strategic and tactical decisions. 

As a data processing unit, Bennu works to present all relevant information in the most succinct, understandable and engaging manner. Like this text here! Hope you enjoyed it!
",,"Le projet Phoenix s'appuie sur un certain nombre d'Intelligences Artificielles Limitées : des logiciels orientés vers les tâches, non reproductibles, avec un potentiel de croissance limité et dépourvus de modulateurs de personnalité internes, regroupés sous l'espace de noms ""Bennu"". 

Bennu gère les systèmes de survie des bases Phoenix, participe aux processus de recherche et de fabrication, fournit l'interface du directeur et d'autres informations essentielles, ainsi que de nombreuses autres tâches de fond cruciales. Ils permettent au directeur d'exercer un contrôle maximal sur les décisions stratégiques et tactiques. 

En tant qu'unité de traitement des données, Bennu s'efforce de présenter toutes les informations pertinentes de la manière la plus succincte, la plus compréhensible et la plus attrayante possible. Vous avez aimé cette lecture ici ! J'espère que vous l'avez appréciée !
",,,,,,
KEY_NJ_EXO_BIO_HELMET_DESCRIPTION,Text,,New Jericho Will Disruption Head Augmentation,,"Augmentation de tête 'Disruptrice' de la Nouv.Jéricho",,,,,,
KEY_NJ_EXO_BIO_HELMET_LONG_DESCRIPTION,Text,,"Created as an advanced targeting implant, the Disruptor head augmentation was gradually modified to use ultrasound emitters to disrupt enemy mind processes.",,"Créé en tant qu'implant de ciblage avancé, l'augmentation de tête 'Disruptrice' a été progressivement modifiée pour utiliser des émetteurs d'ultrasons afin de perturber les processus mentaux de l'ennemi.",,,,,,
KEY_NJ_EXO_BIO_HELMET_NAME2,Text,,Disruptor Head,,"Tête 'Disruptrice'",,,,,,
KEY_NJ_EXO_BIO_LEGS_DESCRIPTION,Text,,New Jericho Rocket Legs Augmentation,,"Augmentation de Jambes Fusées de la Nouv.Jéricho",,,,,,
KEY_NJ_EXO_BIO_LEGS_LONG_DESCRIPTION,Text,,"Following the design of the Golem-B armor jetpack, the Propeller legs augmentation allows soldiers to traverse short distances flying over low obstacles on the way.",,"S'inspirant du jetpack de l'armure Golem-B, l'augmentation des jambes à 'Propulsion' permet aux soldats de parcourir de courtes distances en survolant les obstacles de faible hauteur.",,,,,,
KEY_NJ_EXO_BIO_LEGS_NAME2,Text,,Propeller Legs,,Jambes à Propulsion,,,,,,
KEY_NJ_EXO_BIO_TORSO_DESCRIPTION,Text,,New Jericho Exoskeletal Torso Augmentation,,"Augmentation de Torse Exo-squelette de la Nouv.Jéricho",,,,,,
KEY_NJ_EXO_BIO_TORSO_LONG_DESCRIPTION,Text,,"A third generation exoskeleton rig that allows a soldier to attach any mounted weapons or mecharms to their frame, increasing their versatility in combat by seventy-nine percent.",,"Un exosquelette de troisième génération qui permet à un soldat d'attacher n'importe quelle arme ou mécha à son châssis, augmentant ainsi sa polyvalence au combat de soixante-dix-neuf pour cent.",,,,,,
KEY_NJ_EXO_BIO_TORSO_NAME2,Text,,Neural Torso,,Torse neural,,,,,,
KEY_NJ_JUGG_BIO_HELMET_DESCRIPTION,Text,,New Jericho Control Resist Head Augmentation,,"Augmentation de tête de Résistance au contrôle, de la Nouv. Jéricho",,,,,,
KEY_NJ_JUGG_BIO_HELMET_LONG_DESCRIPTION,Text,,"A massive head augmentation of reinforced titanium, the Clarity head provides complete protection to the soldier’s brain, while also isolating him from Pandoran mind control.
",,"Cette tête massive en titane renforcé offre une protection complète au cerveau du soldat, tout en l'isolant du contrôle mental des Pandoriens.",,,,,,
KEY_NJ_JUGG_BIO_HELMET_NAME2,Text,,Clarity Head,,"Tête Clarté",,,,,,
KEY_NJ_JUGG_BIO_LEGS_DESCRIPTION,Text,,New Jericho Safe Landing Legs Augmentation,,"Augmentation de Jambes d'Atterrisage de la Nouv.Jéricho",,,,,,
KEY_NJ_JUGG_BIO_LEGS_LONG_DESCRIPTION,Text,,"Based on advanced vehicle hydraulics, the Armadillo legs allow soldiers of up to three tons to land safely from fifty meters height absorbing the entire shock.",,"Basées sur l'hydraulique avancée des véhicules, les jambes de Priodonte permettent à des soldats pesant jusqu'à trois tonnes d'atterrir en toute sécurité d'une hauteur de cinquante mètres, en absorbant l'intégralité du choc.",,,,,,
KEY_NJ_JUGG_BIO_LEGS_NAME2,Text,,Armadillo Legs,,"Jambes Priodonte",,,,,,
KEY_NJ_JUGG_BIO_TORSO_DESCRIPTION,Text,,New Jericho Demolishing Torso Augmentation,,Augmentation de Torse 'Démolition' de la Nouv.-Jéricho,,,,,,
KEY_NJ_JUGG_BIO_TORSO_LONG_DESCRIPTION,Text,,"Initially designed for space combat, the Juggernaut torso makes a person immune to the majority of physical attacks, while also allowing soldiers to breach through solid walls by walking through them.",,"Conçu à l'origine pour les combats spatiaux, le torse du Mastodonte immunise une personne contre la plupart des attaques physiques, tout en permettant aux soldats de traverser des murs solides en marchant à travers eux.",,,,,,
KEY_NJ_JUGG_BIO_TORSO_NAME2,Text,,Juggernaut Torso,,"Torse Mastodonte",,,,,,
KEY_SY_SHINOBI_BIO_HELMET_DESCRIPTION,Text,,Synedrion Silent Echo Head Augmentation,,"Augmentation de tête Echo silencieux du Synédrion",,,,,,
KEY_SY_SHINOBI_BIO_HELMET_LONG_DESCRIPTION,Text,,"Based on Triton head physiology, the Echo head augment is able to produce a sound suppression field, increasing soldier's stealth.",,"Basé sur la physiologie de la tête du Triton, l'augmentation de tête 'Echo' est capable de produire un champ de suppression du son, améliorant ainsi la furtivité du soldat.",,,,,,
KEY_SY_SHINOBI_BIO_HELMET_NAME2,Text,,Echo Head,,"Tête Echo",,,,,,
KEY_SY_SHINOBI_BIO_LEGS_DESCRIPTION,Text,,Synedrion Anti-detection Legs Augmentation,,"Augmentation de jambes anti-détection du Synédrion",,,,,,
KEY_SY_SHINOBI_BIO_LEGS_LONG_DESCRIPTION,Text,,"Designed for silent running, the Mirage legs allow soldiers to run through observed areas unnoticed without worrying about enemy Overwatch.",,"Conçues pour une course silencieuse, les jambes Mirage permettent aux soldats de courir dans les zones observées sans se faire remarquer et sans s'inquiéter de la surveillance de l'ennemi.",,,,,,
KEY_SY_SHINOBI_BIO_LEGS_NAME2,Text,,Mirage Legs,,"Jambes Mirage",,,,,,
KEY_SY_SHINOBI_BIO_TORSO_DESCRIPTION,Text,,Synedrion Melee Proficient Torso Augmentation,,"Augmentation de torse de combat rapproché du Synédrion",,,,,,
KEY_SY_SHINOBI_BIO_TORSO_LONG_DESCRIPTION,Text,,"The Vengeance torso augmentation focuses on close combat efficiency, combining reflex enhancers and vital spot targeting assistance. This also allows soldiers to wield melee weapons effectively without prior training.",,"L'augmentation du torse 'Vengeance' se concentre sur l'efficacité du combat rapproché, en combinant des améliorations des réflexes et une aide au ciblage des points vitaux. Elle permet également aux soldats de manier efficacement des armes de mêlée sans entraînement préalable.",,,,,,
KEY_SY_SHINOBI_BIO_TORSO_NAME2,Text,,Vengeance Torso,,"Torse Vengeance",,,,,,
KEY_MUTATION_PART_HEAD_ARMORED_LONG_DESCRIPTION,Text,,"Developed through Arthron DNA modification, the mutation grants 30 head armor and full daze immunity. Additional +1 to Strength",,"Issue d'une modification de l'ADN d'Arthron, cette mutation confère 30 d'armure de tête et une immunité totale à l'étourdissement. +1 supplémentaire à la puissance",,,,,,
KEY_MUTATION_PART_HEAD_PERCEPTOR_LONG_DESCRIPTION,Text,,"Based on Scylla DNA samples, the mutation enhances the senses, increasing Perception by 14 and Accuracy by 10%.",,"Basée sur des échantillons d'ADN de Scylla, cette mutation améliore les sens, augmentant la Perception de 14 et la Précision de 10 %.",,,,,,
KEY_MUTATION_PART_HEAD_RESISTOR_LONG_DESCRIPTION,Text,,"Engineered through Siren gene modification, the mutation offers Poison and Virus resistance, while also increasing Willpower by +2.",,"Issue de la modification génétique des Sirènes, cette mutation offre une résistance aux poisons et aux virus, tout en augmentant la force de volonté de +2.",,,,,,
KEY_MUTATION_PART_LEG_AGILE_LONG_DESCRIPTION,Text,,"Modified based on Arthron DNA, the mutation grants superior Speed as well as goo immunity and the ability to jump up one storey.",,"Modifiée à partir de l'ADN d'Arthron, la mutation confère une vitesse supérieure ainsi qu'une immunité à la gelée et la capacité de sauter d'un étage.",,,,,,
KEY_MUTATION_PART_LEG_SNEAKER_LONG_DESCRIPTION,Text,,"Combining Triton and aquatic DNA, the mutation grants superior stealth and the ability to perform Sonic kicks as well as approach Sentinels without being detected.",,"Combinant l'ADN de Triton et l'ADN aquatique, la mutation confère une furtivité supérieure et la capacité d'effectuer des coups de pied soniques ainsi que de s'approcher des Sentinelles sans être détecté.",,,,,,
KEY_MUTATION_PART_LEG_STOMPER_LONG_DESCRIPTION,Text,,"Created from Chiron DNA, the mutation grants Stomping Attack (Shock Attack affecting a 5-tile radius, dazing targets if shock value > target Hit Points). Additional +1 to Strength.",,"Créée à partir de l'ADN de Chiron, cette mutation confère Attaque de piétinement (Attaque de choc affectant un rayon de 5 tuiles, étourdissant les cibles si la valeur de choc > les points de vie de la cible). +1 supplémentaire à la Force.",,,,,,
KEY_MUTATION_PART_PRIEST1_LONG_DESCRIPTION,Text,,"Based on DNA from the Synod of Yearning, the mutation restores 2 Will Points to all friendly living entities within 7 tiles at the start of each turn. Additional +4 to Willpower.",,"Basée sur l'ADN du Synode de la nostalgie, cette mutation redonne 2 points de Volonté à toutes les entités vivantes amies situées dans un rayon de 7 tuiles au début de chaque tour. +4 supplémentaires à la Volonté.",,,,,,
KEY_MUTATION_PART_PRIEST2_LONG_DESCRIPTION,Text,,"Created from DNA of from the Blind Legate, the mutation allows a priest to perform Instil Frenzy (increase Speed by 33% and make them immune to panic) on allied characters. Additional +4 to Willpower.",,"Créée à partir de l'ADN du Légat aveugle, cette mutation permet à un prêtre de Provoquer la frénésie'(augmentation de la vitesse de 33 % et immunisation contre la panique) sur les personnages alliés. +4 supplémentaires à la Volonté.",,,,,,
KEY_MUTATION_PART_PRIEST3_LONG_DESCRIPTION,Text,,"Engineered from the Keeper of the Threshhold’s DNA, the mutation grants Mind Control Immunity and the ability to perform a Psychic Scream (reduces the Will Points of all enemy units in an 8 tile radius). Additional +8 to Willpower.",,"Conçue à partir de l'ADN du Gardien du Brouillard, cette mutation confère une immunité au contrôle mental et la capacité de lancer un Cri Psychique (réduit les points de Volonté de toutes les unités ennemies dans un rayon de 8 tuiles). +8 supplémentaires à la Volonté.",,,,,,
KEY_MUTATION_PART_TORSO_REGEN_LONG_DESCRIPTION,Text,,"Based on Arthron DNA, the mutation has regeneration capabilities (restore 10 Hit Points to arms and torso at the end of each turn) and fire resistance. Additional +1 to Strength.",,"Basée sur l'ADN d'Arthron, cette mutation a des capacités de régénération (elle restaure 10 points de vie aux bras et au torse à la fin de chaque tour) et de résistance au feu. +1 supplémentaire à la Force.",,,,,,
KEY_MUTATION_PART_TORSO_SHOOT_LONG_DESCRIPTION,Text,,"Created through combination of aquatic DNA, the mutation makes it possible to shoot poisonous darts at short distances. The mutation prevents the use of two-handed weapons.",,"Créée par la combinaison d'ADN aquatique, la mutation permet de tirer des fléchettes empoisonnées à courte distance. La mutation empêche l'utilisation d'armes à deux mains.",,,,,,
KEY_MUTATION_PART_TORSO_TENTACLE_LONG_DESCRIPTION,Text,,"Two pairs of tentacles that retaliate to any proximity attack. Based on electric eel DNA, the tentacles are capable of performing melee attacks that deal Paralyze damage.",,"Deux paires de tentacules qui ripostent à toute attaque de proximité. Basés sur l'ADN de l'anguille électrique, les tentacules sont capables d'effectuer des attaques de mêlée qui infligent des dégâts paralysants.",,,,,,
TFTV_TIP_GEOSCAPE_1,Text,,Accepting a Diplomacy mission from one faction will normally give you a large penalty with the other factions,,"Accepter une mission de diplomatie d'une faction entraînera normalement une forte pénalité pour les autres factions.",,,,,,
TFTV_TIP_GEOSCAPE_2,Text,,"If you choose to postpone a Diplomacy mission, you will suffer a penalty with the offering faction, and be offered the mission again once you reach the required Diplomacy rating",,"Si vous choisissez de reporter une mission de diplomatie, vous subirez une pénalité auprès de la faction qui vous l'offre et vous vous verrez proposer à nouveau la mission une fois que vous aurez atteint le niveau de diplomatie requis.",,,,,,
TFTV_TIP_GEOSCAPE_3,Text,,Void Omens can be removed by destroying Pandoran Lairs or Citadels (or Nests if you are playing on Rookie),,"Les présages du Néant peuvent être éliminés en détruisant les repaires ou les citadelles pandorannes (ou les nids si vous jouez en mode débutant).",,,,,,
TFTV_TIP_GEOSCAPE_4,Text,,Pandoran Colonies and Infested Havens speed up Pandoran Evolution,,"Les colonies pandoriennes et les Refuges infestés accélèrent l'évolution des pandoriens.",,,,,,
TFTV_TIP_GEOSCAPE_5,Text,,Beware of ambushes when exploring! ,,"Attention aux embuscades lors de l'exploration !",,,,,,
TFTV_TIP_GEOSCAPE_6,Text,,You can buy Faction Technologies in the Marketplace,,"Vous pouvez acheter des technologies de faction sur le marché.",,,,,,
TFTV_TIP_GEOSCAPE_7,Text,,Reverse Engineering an item allows researching the underlying Faction Technology,,"La rétro-ingénierie d'un objet permettra au Joueur d'effectuer des recherches sur la technologie de faction sous-jacente.",,,,,,
TFTV_TIP_GEOSCAPE_8,Text,,You don't have to follow the Symes questline to win; activate a couple old Phoenix bases to see if there is anything interesting in their archives...,,"Vous n'êtes pas obligé de suivre la quête de Symes pour gagner ; activez quelques vieilles bases de Phoenix pour voir s'il y a quelque chose d'intéressant dans leurs archives...",,,,,,
TFTV_TIP_GEOSCAPE_9,Text,,FAR-M module for your starting Manticore add 4 seats and stamina regeneration to everyone on board,,"Le Module RPA-M inclus dans votre Manticore de départ : ajoute 4 sièges et régénère l'endurance de toutes les personnes à bord.",,,,,,
TFTV_TIP_GEOSCAPE_10,Text,,"There are 3 different Passenger Modules for your aircraft, each granting a different bonus in addition to the extra seats. You will unlock them as you acquire Faction Technologies
",,"Il existe trois modules de passagers différents pour vos vaisseaux, chacun offrant un bonus spécifique, en plus des sièges supplémentaires. Vous les débloquerez au fur et à mesure que vous acquerrez des technologies de faction.",,,,,,
TFTV_TIP_GEOSCAPE_11,Text,,"A Haven under attack will send out an S.O.S., revealing its position",,"Un Refuge attaqué enverra un S.O.S., révélant sa position.",,,,,,
TFTV_TIP_GEOSCAPE_12,Text,,Build or repair satellite uplinks at your bases to discover Points of Interest and increase the chance of detecting a Pandoran Colony after successfully defending a haven,,"Construisez ou réparez des liaisons satellitaires dans vos bases pour découvrir des points d'intérêt et augmenter les chances de détecter une colonie pandorienne après avoir défendu un Refuge avec succès.",,,,,,
TFTV_TIP_GEOSCAPE_13,Text,,"As long as haven leaders are not hostile to the Phoenix Project, they will continue to offer recruits, though at a higher price if they dislike you.",,"Tant que les dirigeants des Refuges ne sont pas hostiles au projet Phoenix, ils continueront à proposer des recrues, mais à un prix plus élevé s'ils ne vous apprécient pas.",,,,,,
TFTV_TIP_GEOSCAPE_14,Text,,"As the Oneiric Delirium advances more negative effects will come in play, including Void Omens.",,"Au fur et à mesure que le délire onirique progresse, d'autres effets négatifs entrent en jeu, notamment les présages du Néant.",,,,,,
TFTV_TIP_GEOSCAPE_15,Text,,Havens destroyed inside the Mist can become Infested.,,"Les Refuges détruits à l'intérieur de la brume peuvent être infestés.",,,,,,
TFTV_TIP_GEOSCAPE_16,Text,,"Infested Havens cannot be saved, but unique rewards can be salvaged and some population recovered.",,"Les Refuges infestés ne peuvent pas être sauvés, mais des récompenses uniques peuvent être récupérées et une partie de la population peut être sauvée.",,,,,,
TFTV_TIP_TACTICAL_1,Text,,The total amount of Delirium of all your operatives present on the mission determines  the chance that an Arthron or a Triton will be Touched by the Void.,,"La quantité totale de délire de tous vos agents présents sur la mission détermine la probabilité qu'un Arthron ou un Triton soit lié au Néant.",,,,,,
TFTV_TIP_TACTICAL_2,Text,,"Umbras can only attack characters that have at least one Delirium point, or are inside the Mist.",,"Les Umbras ne peuvent attaquer que les personnages qui ont au moins un point de délire ou qui se trouvent dans la brume.",,,,,,
TFTV_TIP_TACTICAL_3,Text,,The impact of Delirium on Willpower is weakened if your operative is well rested. Every 10 Stamina will reduce the effect of Delirium on Willpower by 1.,,"L'impact du Délire sur la Volonté est affaibli si votre agent est bien reposé .Chaque 10 d'Endurance réduit l'effet du Délire sur la Volonté de 1.",,,,,,
TFTV_TIP_TACTICAL_4,Text,,"If a body part is disabled in battle, the operative's Stamina will drop to 0 after the mission.",,"Si une partie du corps est désactivée au combat, l'endurance de l'agent tombe à 0 après la mission.",,,,,,
TFTV_TIP_TACTICAL_5,Text,,"The bigger Pandorans will ignore smaller critters, drones and turrets, and walk over them, or squash them.",,"Les plus gros Pandoriens ignoreront les petites créatures, les drones et les tourelles, et leur marcheront dessus ou les écraseront.",,,,,,
TFTV_TIP_TACTICAL_6,Text,,Decoys and imaginary (or are they?) monsters don't stop bullets.,,Les leurres et les monstres imaginaires (le sont-ils ?) n'arrêtent pas les balles,,,,,,
TFTV_TIP_TACTICAL_7,Text,,"If you are looking for a challenge, check the Make Pandorans Stronger option in TFTV Config in the Mods tab. If you are still finding everything too easy, try I AM ETERMES setting. Report if you survive, would you kindly. ",,"Si vous recherchez un défi, vérifiez l'option Rendre les pandoriens Plus forts dans TFTV Config dans l'onglet Mods. Si vous trouvez toujours tout trop facile, essayez l'option JE SUIS ETERMES. Si vous survivez, signalez-le nous, s'il vous plaît.",,,,,,
TFTV_TIP_TACTICAL_8,Text,,"If you are finding the game too hard, try playing on Rookie. You can also play on a higher difficulty level with some Rookie options turned on; check out the TFTV Config in the Mods tab.",,"Si vous trouvez le jeu trop difficile, essayez de jouer en Débutant. Vous pouvez également jouer à un niveau de difficulté plus élevé en activant certaines options de Débutant ; consultez la configuration TFTV dans l'onglet Mods.",,,,,,
TFTV_TIP_TACTICAL_9,Text,,"If you run into any Error Messages or other bugs, please report them in our #bug-reporting channel at the Phoenix Rising Discord server.",,"Si vous rencontrez des messages d'erreur ou d'autres bugs, veuillez les signaler dans notre canal #bug-reporting sur le serveur Discord de Phoenix Rising.",,,,,,
TFTV_TIP_TACTICAL_10,Text,,Smart adversaries will realize fast that they are attacking a decoy.,,"Les adversaires intelligents se rendront vite compte qu'ils attaquent un leurre.",,,,,,
