Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
TFTV_STAMINAHINT_TEXT,Text,,"In TFTV, when one of your operatives gets a bodypart disabled in Tactical, once back in Geoscape its stamina will be reduced to 0. <b>Healing the injured bodypart in Tactical will not prevent this effect</b>. Stamina will also be set to 0 when the character gets a mutation or a bionic augmentation.",,"Dans TFTV, lorsque une partie du corps de vos agents est  désactivée lors d'une mission tactique, une fois de retour sur le Geoscape, son endurance sera réduite à 0. <b>La guérison de la partie du corps blessée lors de la mission tactique n'empêchera pas la perte d'endurance</b>. L'endurance sera également mise à 0 lorsque le personnage obtient une mutation ou une augmentation bionique.",,,,,,
TFTV_STAMINAHINT_TITLE,Text,,STAMINA LOSS FROM DISABLED LIMBS,,PERTE D'ENDURANCE DUE À DES PARTIES DU CORPS DESACTIVEES,,,,,,
HINT_ACHERON_PRIME_DESCRIPTION,Text,,"This Acheron is a direct evolution of the basic Acheron, its Delirium spray inflicting more <b>acid damage</b>. In addition to <b>""Harbinger of the Void"" passive ability</b> (<i>increases the chances that an Arthron or a Triton will be Touched by the Void</i>), it has the <b>""Co-Delirium"" passive ability</b> (<i>all Pandorans deal Delirium damage when attacking with a melee weapon.</i>).

Remember that characters or units caught in the Mist can always be targeted by Umbra.",,"Cet Achéron est une évolution directe de l'Achéron de base, son spray Delirium infligeant davantage de <b>dégâts acides</b>. En plus de la capacité passive <b>""Signe avant-coureur du néant""</b> (<i>augmente les chances qu'un Arthron ou un Triton soit touché par le Néant</i>), il possède le <b>"" Capacité passive ""Co-Delirium""</b> (<i>tous les Pandoriens en combat infligent des dégâts de Delirium</i>).

N'oubliez pas que les personnages ou unités pris dans la Brume peuvent toujours être ciblés par Umbra.",,,,,,
HINT_ACHERON_PRIME_TITLE,Text,,Acheron Prime ,,Achéron Majeur,,,,,,
HINT_ACHERON_ASCLEPIUS_DESCRIPTION,Text,,"The Asclepius Acheron mutation has the <b>""Call Reinforcements"" active ability</b> (<i>instantly call a group of Arthrons and Tritons</i>) and the <b>""Co-Delirium"" passive ability</b> (<i>all Pandorans deal Delirium damage when attacking with a melee weapon.</i>). 

It specializes in healing and aiding other Pandorans and does not have any direct offensive capabilities.",,"La mutation Asclepius Achéron possède la capacité active <b>""Appel de renforts""</b> (<i>appelez instantanément un groupe d'Arthrons et de Tritons</i>) et la capacité passive <b>""Co-Délirium""</ b> (<i>tous les Pandoriens en combat infligent des dégâts de Délirium</i>).

Il est spécialisé dans la guérison et l'aide aux autres Pandorans et n'a aucune capacité offensive directe.",,,,,,
HINT_ACHERON_ASCLEPIUS_TITLE,Text,,Acheron Asclepius,,Achéron Asclépios,,,,,,
HINT_ACHERON_ASCLEPIUS_CHAMPION_DESCRIPTION,Text,,"This Acheron is a direct evolution of the basic Acheron, its Delirium spray inflicting more <b>acid damage</b>. In addition to <b>""Harbinger of the Void"" passive ability</b> (<i>increases the chances that an Arthron or a Triton will be Touched by the Void</i>), it has the <b>""Co-Delirium"" passive ability</b> (<i>all Pandorans deal Delirium damage when attacking with a melee weapon.</i>).

Remember that characters or units caught in the Mist can always be targeted by Umbra.",,"Cet Achéron est une évolution directe d'un Achéron Classique, le spray de Délirium inflige plus de <b>dégâts d'acide</b>. En plus de la capacité active <b>""Appel de Renforts""</b> (<i>appeler instantanément un groupe d'Arthrons et de Tritons</i>) et de la capacité passive <b>""Co-Délirium""</b> (<i>tous les Pandoriens en combat infligent des dégâts de délirium</i>), il possède le <b>Spray neurotoxique</b> (<i>désactivez une partie du corps pendant 1 tour</i>).",,,,,,
HINT_ACHERON_ASCLEPIUS_CHAMPION_TITLE,Text,,Acheron Asclepius Champion,,Achéron Asclépios Champion,,,,,,
HINT_ACHERON_ACHLYS_DESCRIPTION,Text,,"The Achlys Acheron mutation has the <b>""Resurrect"" active ability</b> (<i>transform all human sized corpses within 10 tiles into Arthrons or Tritons</i>)",,"La mutation Achlys Acheron a la capacité active <b>""Réssusciter""</b> (<i>transformer tous les cadavres à taille humaine dans un rayon de 10 cases en Arthrons ou Tritons</i>)",,,,,,
HINT_ACHERON_ACHLYS_TITLE,Text,,Acheron Achlys,,Achéron Achlys,,,,,,
HINT_ACHERON_ACHLYS_CHAMPION_DESCRIPTION,Text,,"This Acheron is a direct evolution of the Achlys variant. In addition to the <b>""Resurrect"" active ability</b> (<i>transform all human sized corpses within 10 tiles into Arthrons or Tritons</i>), it has the <b>""Tributary of the Void"" passive ability</b> (<i>all friendlies <b>of any type</b> within 10 tiles will be Touched by the Void if the character dies</i>).",,"Cet Achéron est une évolution directe de la variante Achlys. En plus de la capacité active <b>""Réssusciter""</b> (<i>transformer tous les cadavres à taille humaine dans un rayon de 10 cases en Arthrons ou Tritons</i>), il possède le <b>""Tributaire du Néant"" capacité passive</b> (<i>tous les amis <b>de tout type</b> dans un rayon de 10 cases seront touchés par le Néant si le personnage meurt</i>).",,,,,,
HINT_ACHERON_ACHLYS_CHAMPION_TITLE,Text,,Acheron Achlys Champion,,Achéron Achlys Champion,,,,,,
VOID_BLIGHT_NAME_HINT,Text,,Blight of the Void,,Fléau du Néant,,,,,,
VOID_BLIGHT_DESCRIPTION_HINT,Text,,"This character or unit can now be attacked by Umbra, regardless of Delirium.

It has gained this status because it was attacked by an Acheron. All Acheron spray or cloud attacks afflict the victims with the <b>""Blight of the Void"" status</b>",,"Ce personnage ou cette unité peut désormais être attaqué par les Ombres, quel que soit son niveau de Délirium.

Il a acquis ce statut parce qu'il a été attaqué par un Achéron. Toutes les attaques de pulvérisation ou de nuage d'Achéron affligent les victimes avec le statut <b>""Fléau du Néant""</b>",,,,,,
KEY_TUT3_STORY2_DESCRIPTION,Text,,"""Kill confirmed. Phoenix, welco-  Team, on your toes, possible hostiles!""

",,"""Mort confirmée. Phoenix, bienvenue... à toute l'équipe, soyez sur vos gardes, d'autres hostiles !""",,,,,,
KEY_TUT3_TFTV1_DESCRIPTION,Text,,"""Don't shoot, we surrender! I'm Alistair Ashby. Yes, the ""Mist Expert"". Thanks for watching my content back in the day, I guess... 

A few of us managed to get to this bunker and activate the emergency beacon before we were overrun by the creatures that followed us here. 

We've got this place mostly up and running... Thanks to Olena, she is quite the wunderkind.""",,"""Ne tirez pas, nous nous rendons ! Je m'appelle Alistair Ashby. Oui, l'""Expert de la brume"". Merci d'avoir regardé mon contenu à l'époque, je suppose...

Quelques-uns d'entre nous ont réussi à atteindre ce bunker et à activer la balise de secours avant d'être envahis par les créatures qui nous suivaient ici.

Nous avons cet endroit pratiquement opérationnel... Grâce à Olena, c'est une sorte d'enfant prodige.""",,,,,,
KEY_TUT3_TFTV1_TITLE,Text,,Alistair Ashby,,Alistair Ashby,,,,,,
KEY_TUT3_TFTV2_DESCRIPTION,Text,,"""<i>Oppa</i> Alistair is good with people. I'm good with machines and software. This facility runs on a limited AI called Bennu. Once Bennu verifies your credentials as duly appointed Director, all functionality should be restored and you should be able to interface with the system.""",,"""<i>Oppa</i> Alistair est doué avec les gens. Je suis doué avec les machines et les logiciels. Cette installation fonctionne sur une IA limitée appelée Bennu. Une fois que Bennu a vérifié vos informations d'identification en tant que directeur dûment nommé, toutes les fonctionnalités doivent être restaurées et vous devriez pouvoir vous connecter au système.""",,,,,,
KEY_TUT3_TFTV2_TITLE,Text,,Olena Kim,,Olena Kim,,,,,,
HINT_ANCIENTS_STORY1_TITLE,Text,,"<i>""There is something out there waiting for us, and it ain’t no human… ain’t no crab, neither”</i>",,"<i>""Il y a quelque chose qui nous attend là-bas, et ce n'est pas un humain... ce n'est pas un crabe non plus""</i>",,,,,,
HINT_ANCIENTS_STORY1_TEXT,Text,,"Your team has landed near the site where the exploration drones had previously detected the remains of ancient ruins, but on closer approach they started to experience comms malfunction, possibly due to electromagnetic interference. Proceed with caution.",,"Votre équipe a atterri près du site où les drones d'exploration avaient précédemment détecté les restes de ruines antiques, mais en s'approchant de plus près, ils ont commencé à rencontrer un dysfonctionnement des communications, probablement dû à des interférences électromagnétiques. Procéder avec prudence.",,,,,,
HINT_ANCIENTS_CYCLOPSDEFENSE_TITLE,Text,,"<i>“Target hit, no effect!”</i>",,"<i>""Cible touchée, aucun effet !""</i>",,,,,,
HINT_ANCIENTS_CYCLOPSDEFENSE_TEXT,Text,,This Automata is protected by some sort of electromagnetic field that reduces the strength of incoming attacks. Maybe destroying some of the smaller Automata will dampen the effect?,,Cet Automate est protégé par une sorte de champ électromagnétique qui réduit la force des attaques entrantes. Peut-être que détruire certains des plus petits automates atténuera l'effet ?,,,,,,
HINT_ANCIENTS_CYCLOPS_TITLE,Text,,"<i> “Wake up not the beast that layeth in slumber.” </i>
",,<i> « Ne réveillez pas la bête qui sommeille. » </i>,,,,,,
HINT_ANCIENTS_CYCLOPS_TEXT,Text,,Our operatives have located something that may be the source of the electromagnetic interferences that our exploration drones discovered. We should avoid alerting it for as long as possible.,,Nos agents ont localisé quelque chose qui pourrait être la source des interférences électromagnétiques découvertes par nos drones d'exploration. Il faut éviter de l'alerter le plus longtemps possible.,,,,,,
HINT_ANCIENTS_HOPLITS_TITLE,Text,,"<i>“Frag me, what is that thing? Is that a… drill?!”</i>",,"<i>« Fragez-moi, c'est quoi ce truc ? Est-ce une... perceuse ?!""</i>",,,,,,
HINT_ANCIENTS_HOPLITS_TEXT,Text,,"This Ancient Automata is reactivating! While we have no intel on their capabilities, it seems like they are dormant while buried in the ground, but once they emerge they become alerted and gradually reactivate their systems, becoming stronger. The Automata also seem to be in varying states of disrepair.",,"Cet Automate Ancien est en train de se réactiver ! Bien que nous n'ayons aucune information sur leurs capacités, il semble qu'ils dorment alors qu'ils sont enfouis dans le sol, mais une fois qu'ils émergent, ils sont alertés et réactivent progressivement leurs systèmes, devenant ainsi plus forts. Les Automates semblent également être dans différents états de délabrement.",,,,,,
HINT_ANCIENTS_HOPLITSREPAIR_TITLE,Text,,<i>”The broken remains floated towards the damaged Automata.”</i>,,"<i>""Les restes brisés flottaient vers les automates endommagés.""</i>",,,,,,
HINT_ANCIENTS_HOPLITSREPAIR_TEXT,Text,,This Ancient Automata is trying to repair itself using the remains of the destroyed robot in its vicinity! It has also drained some of its power.,,Cet automate antique tente de se réparer en utilisant les restes du robot détruit à proximité ! Il a également vidé une partie de son pouvoir.,,,,,,
HINT_ANCIENTS_HOPLITSMAXPOWER_TITLE,Text,,"<i>”Whirl whirl whirl Vroom!”</i>",,"<i>""Tourbillon, tourbillon, tourbillon, Vroom !""</i>",,,,,,
HINT_ANCIENTS_HOPLITSMAXPOWER_TEXT,Text,,The Ancient Automata is now fully charged; damage increased significantly and damage resistance gained.,,Les Automates Anciens sont désormais complètement chargés ; les dégâts ont augmenté de manière significative et la résistance aux dégâts a gagné.,,,,,,
HINT_HOSTILE_DEFENDERS_TITLE,Text,,Hostile haven defenders,,Défenseurs du refuge hostiles,,,,,,
HINT_HOSTILE_DEFENDERS_TEXT,Text,,"<i>""Come to rescue us, have they? They are the ones who brought the damn critters on us in the first place! Fragging nerds…""</i>

While this Void Omen is in effect, haven defenders will be hostile to you and attack your operatives on sight, but <b>killing them is not required to win the mission</b>.

Gain XP by protecting structures or civilians as usual.

You can loot crates with faction weapons, but only the equipment in your operatives or vehicles inventory will be recovered.",,"<i>""Ils sont venus nous sauver, n'est-ce pas ? Ce sont eux qui ont amené ces foutues créatures sur nous en premier lieu ! Des nerds qui se fragmentent…""</i>

Pendant que ce Présage du Néant est en vigueur, les défenseurs du refuge vous seront hostiles et attaqueront vos agents à vue, mais <b>les tuer n'est pas nécessaire pour gagner la mission</b>.

Gagnez de l'XP en protégeant les structures ou les civils comme d'habitude.

Vous pouvez piller des caisses avec des armes de faction, mais seul l'équipement de votre inventaire d'agents ou de véhicules sera récupéré.",,,,,,
HINT_FIRE_QUENCHER_TITLE,Text,,Fire Quencher,,Extincteur d'incendie,,,,,,
HINT_FIRE_QUENCHER_TEXT,Text,,"<i>“There was nothing special about this one… Here comes the bisque, I thought… Boy was I wrong.”</i>

Some Arthrons have evolved the ability to instantly quench the fire they come in contact with, replacing it with Mist. They are apparently doing this by spraying some biochemical compound  from their <b>heads</b>. Disabling their heads should remove both their immunity to fire and their ability to quench it.",,"<i>""Il n'y avait rien de spécial à propos de celui-ci... Voici la bisque, pensais-je... Bon sang, j'avais tort.""</i>

Certains Arthrons ont développé la capacité d'éteindre instantanément le feu avec lequel ils entrent en contact, en le remplaçant par de la Brume. Apparemment, ils le font en pulvérisant un composé biochimique depuis leur <b>tête</b>. Désactiver leur tête devrait supprimer à la fois leur immunité au feu et leur capacité à l'éteindre.",,,,,,
BASEDEFENSE_INFESTATION_TITLE ,Text,,Infested.,,Infesté.,,,,,,
BASEDEFENSE_INFESTATION_DESCRIPTION,Text,,"<i>""They're coming out of the walls! They're coming out of the goddamn walls!""</i>

Security footage shows the Pandorans taking over the base. 

Director, they are colonizing it.

We will deploy through maintenance access in the tunnels under the base facilities.",,"<i>""Ils sortent des murs ! Ils sortent de ces foutus murs !""</i>

Les images de sécurité montrent les Pandoriens prenant le contrôle de la base.

Directeur, ils le colonisent.

Nous nous déploierons via un accès de maintenance dans les tunnels sous les installations de la base.",,,,,,
BASEDEFENSE_NESTING_TITLE ,Text,,Infestation in progress...,,Infestation en cours...,,,,,,
BASEDEFENSE_NESTING_DESCRIPTION,Text,,"<i>""Busy little creatures.""</i>

The enemy has breached our defenses and has spread throughout the base. We will deploy through maintenance access in the tunnels under the base facilities. ",,"<i>""Petites créatures occupées.""</i>

L'ennemi a percé nos défenses et s'est répandu dans toute la base. Nous nous déploierons via un accès de maintenance dans les tunnels sous les installations de la base.",,,,,,
BASEDEFENSE_TACTICAL_ADVANTAGE_TITLE ,Text,,Tactical Advantage!,,Avantage tactique !,,,,,,
BASEDEFENSE_TACTICAL_ADVANTAGE_DESCRIPTION,Text,,"<i>""You're down there, we're up here! You walked into the wrong goddamn room...""</i>

We have taken defensive positions around the main entrance. As long as we hold this choke point we should be fine. ",,"<i>""Vous êtes là-bas, nous sommes ici ! Vous êtes entré dans la mauvaise pièce...""</i>

Nous avons pris des positions défensives autour de l'entrée principale. Tant que nous maintenons ce point d’étranglement, tout devrait bien se passer.",,,,,,
BASEDEFENSE_UMBRASTRAT_TEXT,Text,,"Director, we are detecting something in the air vents. It's the Mist. Could be a Triton infiltration team. Could be something worse... ",,"Directeur, nous détectons quelque chose dans les bouches d'aération. C'est la Brume. Ça pourrait être une équipe d'infiltration Triton. Cela pourrait être quelque chose de pire...",,,,,,
BASEDEFENSE_UMBRASTRAT_TITLE,Text,,Umbra or Tritons,,Umbra ou Tritons,,,,,,
BASEDEFENSE_WORMSSTRAT_TEXT,Text,,"Director, there is something burrowing down towards your team. Small, multiple targets bearing on the hangar.",,"Directeur, il y a quelque chose qui s'enfouit vers votre équipe. Petites cibles multiples portant sur le hangar.",,,,,,
BASEDEFENSE_WORMSSTRAT_TITLE,Text,,Worms or Myrmidons,,Vers ou Myrmidons,,,,,,
BASEDEFENSE_FORCE2STRAT_TEXT,Text,,"Director, be advised, we have detected a secondary strike force digging their way in. They can appear behind our backs any minute!",,"Directeur, soyez averti, nous avons détecté une force de frappe secondaire qui se fraye un chemin. Elle peut apparaître dans notre dos à tout moment !",,,,,,
BASEDEFENSE_FORCE2STRAT_TITLE,Text,,Secondary Strike Force,,Force de frappe secondaire,,,,,,
BASEDEFENSE_VENTING_PROMPT,Text,,"Activate Emergency Venting? This will stop the incoming wave of Pandoran reinforcements, but it will damage your power generator and cause random fires and explosions around the base!",,"Activer la ventilation d'urgence ? Cela arrêtera la vague entrante de renforts Pandoriens, mais cela endommagera votre générateur électrique et provoquera des incendies et des explosions aléatoires autour de la base !",,,,,,
BASEDEFENSE_VENTING_TITLE,Text,,Emergency venting,,Ventilation d'urgence,,,,,,
BASEDEFENSE_VENTING_TEXT,Text,,"<i>“Between a rock and a hard place, be water.”</i> 

The geothermal plant that powers the base has an emergency steam vent that can scald the Pandorans that are trying to get into the base, removing the currently incoming wave of reinforcements. However, this will likely damage the generator and will cause the base systems to malfunction, resulting in fires and explosions. 

There are several consoles around the base that can be activated; inbuilt safety measures prevent repeating the operation at the same console.",,"<i>«Entre le marteau et l'enclume, soit l'eau.»</i>

La centrale géothermique qui alimente la base dispose d'un évent de vapeur d'urgence qui peut ébouillanter les Pandoriens qui tentent d'entrer dans la base, éliminant ainsi la vague de renforts actuellement entrante. Cependant, cela endommagerait probablement le générateur et entraînerait un dysfonctionnement des systèmes de base, entraînant des incendies et des explosions.

Il y a plusieurs consoles autour de la base qui peuvent être activées ; les mesures de sécurité intégrées empêchent la répétition de l'opération sur la même console.",,,,,,
HINT_DECOYPLACED_TITLE,Text,,D-Coy,,D-Coy,,,,,,
HINT_DECOYPLACED_TEXT,Text,,"<i>""Best buddy I ever had.""</i>

The Synedrion decoy is a complex multisensorial simulation that can deceive the senses of sight, sound and smell. However, smarter opponents will detect the illusion when attacking from a short distance; dumber opponents or those attacking from a longer distance may take a while to realize it's a trick. ",,"<i>""Le meilleur ami que j'ai jamais eu.""</i>

Le leurre Synedrion est une simulation multisensorielle complexe qui peut tromper les sens de la vue, de l'ouïe et de l'odorat. Cependant, les adversaires les plus intelligents détecteront l’illusion lorsqu’ils attaqueront à courte distance ; les adversaires plus stupides ou ceux qui attaquent à une plus longue distance peuvent mettre un certain temps à se rendre compte qu'il s'agit d'un piège.",,,,,,
HINT_DECOYDISCOVERED_TITLE,Text,,Game over,,Jeu terminé,,,,,,
HINT_DECOYDISCOVERED_TEXT,Text,,"<i> ""That one is smart, real smart""</i>

The enemy has realized that D-Coy is not real.",,"<i> ""Celui-là est intelligent, vraiment intelligent""</i>

L'ennemi a réalisé que D-Coy n'est pas réel.",,,,,,
HINT_DECOYSCYLLA_TITLE,Text,,Terrifying intelligence,,Des renseignements terrifiants,,,,,,
HINT_DECOYSCYLLA_TEXT,Text,,"<i> ""She is not falling for it twice!""</i>

What did you expect of the Apex of Creation?",,"<i> ""Elle ne se laissera pas avoir deux fois !""</i>

Qu’attendiez-vous du Sommet de la Création ?",,,,,,
KEY_TAC_HINT_MISSION_BASEDEFENSE_DESCRIPTION,Text,,"In TFTV, depending on how far along the attack is, you will face a somewhat different base defense mission; the earliest type is the easiest, and the latest type is the hardest. If this is your only currently operational base and you lose the mission, <b>you will lose the game</b>. If not, you will lose the base but will be able to recover it later. 

Fulfill all the objectives to complete the mission. You don't have to kill every worm, egg, mindfragger or myrmidon to win. 

Once you get a warning about reinforcements arriving, you will have a chance to stop them following the instructions from Olena. ",,"Dans TFTV, selon l'avancée de l'attaque, vous serez confronté à une mission de défense de base quelque peu différente ; le type le plus ancien est le plus simple et le type le plus récent est le plus difficile. S'il s'agit de votre seule base actuellement opérationnelle et que vous perdez la mission, <b>vous perdrez la partie</b>. Dans le cas contraire, vous perdrez la base mais pourrez la récupérer plus tard.

Remplissez tous les objectifs pour terminer la mission. Vous n'êtes pas obligé de tuer tous les vers, œufs, mindfraggers ou myrmidons pour gagner.

Une fois que vous recevrez un avertissement concernant l'arrivée de renforts, vous aurez la possibilité de les arrêter en suivant les instructions d'Olena.",,,,,,
KEY_DLC3_TAC_HINT_EILEEN_STORY_WIN_DESCRIPTION,Text,,"""Is everybody on board? I'm afraid we can't stay any longer. This was my home, until I brought that fragging egg here... Maybe if you had come earlier... forget it, I can't lay this on you. It's not your fault. Prepare for takeoff!""",,"""Est-ce que tout le monde est à bord? Je crains que nous ne puissions plus rester. C’était ma maison, jusqu’à ce que j’apporte cet oeuf de malheur ici... Peut-être que si vous étiez venu plus tôt... oubliez ça, je ne peux pas vous mettre ça sur le dos. Ce n’est pas de votre faute. Préparez-vous au décollage !""",,,,,,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_HURRY_DESCRIPTION,Text,,"""Phoenix? I'm almost done here, everyone else is... gone. More crabmen are approaching from all sides, so hurry up! I'm waiting for you inside the Manticore.""",,"""Phoenix ? J'ai presque fini ici, tout le monde est... parti. D'autres crabes approchent de tous les côtés, alors dépêchez-vous ! Je vous attends à l'intérieur de la Manticore.""",,,,,,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_START_NAME,Text,,AURORA,,AURORA,,,,,,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_START_DESCRIPTION,Text,,"Your only chance is to reach the armed Manticore, Aurora, that Eileen and her friends were working on and hope that they had time to finish the job! Move, move, move!",,"Votre seule chance est d’atteindre le Manticore armé, Aurora, sur lequel Eileen et ses amis travaillaient et espèrent qu’ils auront le temps de finir le travail ! Go, go, go !",,,,,,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_STORY_DESCRIPTION,Text,,"Your team was on their way to the egg when the haven was attacked from all sides. You are cut off from the transport that you arrived in, and surrounded by mayhem and destruction.",,"Votre équipe était en route pour l’oeuf quand le refuge a été attaqué de tous les côtés. Vous êtes coupé du transport dans lequel vous êtes arrivé, et entouré par le chaos et la destruction.",,,,,,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_STORY_NAME,Text,,CHANGE OF PLANS,,CHANGEMENT DE PLAN,,,,,,
KEY_DLC4_TAC_HINT_ACHERON_ESCAPED_DESCRIPTION,Text,,The Acheron escaped!,,L'Achéron s'est échappé !,,,,,,
KEY_DLC4_TAC_HINT_ACHERON_ESCAPED_NAME,Text,,TRANSMISSION,,TRANSMISSION,,,,,,
KEY_TAC_HINT_ENEMY_SPECIAL_CO_CORRUPT_DESCRIPTION,Text,,This allows any other creature on the battlefield to be capable of dealing delirium damage.,,Cela permet à toute autre créature sur le champ de bataille d'être capable d'infliger des dégâts de délirium.,,,,,,
KEY_TAC_HINT_ENEMY_SPECIAL_CO_CORRUPT_NAME,Text,,PANDORAN SUPPLEMENTAL - CO-DELIRIUM,,SUPPLÉMENT PANDORIEN - CO-DÉLIRIUM,,,,,,
KEY_TAC_HINT_ENEMY_SPECIAL_CORRUPTION_DESCRIPTION,Text,,Delirium damage inflicts an operative with Oneiric Delirium or insanity.,,Les dégâts de délirium infligent à un agent le délirium onirique ou la folie.,,,,,,
KEY_TAC_HINT_ENEMY_SPECIAL_CORRUPTION_NAME,Text,,PANDORAN SUPPLEMENTAL - DELIRIUM DAMAGE,,SUPPLÉMENT PANDORIEN - DÉGATS DE DÉLIRIUM,,,,,,
DLC4 Hypnos/KEY_TAC_HINT_STATUS_CORRUPTED_NAME,Text,,Delirium,,Délirium,,,,,,
YR_DEFENSE_BROKEN_NAME,Text,not used,Receptacle's shields are down!,,Les boucliers du réceptacle sont baissés !,,,,,,
YR_DEFENSE_BROKEN_DESCRIPTION,Text,not used,Disabling the creatures eyes has disrupted it! Complete the objective before it recovers!,,La désactivation des yeux de la créature l'a perturbé ! Terminez l'objectif avant qu'il ne récupère !,,,,,,
PX_VICTORY_MISSION_START_TITLE,Text,,The Last Resort.,,Le dernier recours.,,,,,,
