Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
ANC_AUTOREPAIR_TEXT,Text,,Using a nearby fallen Automata for spare parts,,Utilise un automate tombé à proximité pour les pièces de rechange,,,,,,
CYCLOPS_DEFENSE_NAME,Text,,CYCLOPS DEFENSE,,DÉFENSE DU CYCLOPE,,,,,,
CYCLOPS_DEFENSE_DESCRIPTION,Text,,"Before any Hoplites are destroyed, the Cyclops has a 50% resistance to all damage. Destroying Hoplites reduces this resistance.",,"Tant que tous les Hoplites ne sont pas détruits, le Cyclope a une résistance de 50 % à tous les dégâts. Détruire des Hoplites réduit cette résistance.",,,,,,
HOPLITES_SELF_REPAIR_NAME,Text,,HOPLITES SELF-REPAIR,,AUTO-RÉPAR. DES HOPLITES,,,,,,
HOPLITES_SELF_REPAIR_DESCRIPTION,Text,,"Any Automata destroyed within 7 tiles of another one will allow it to recover a missing body part or 50 HP, and 5 WP",,"Tout Automate détruit à moins de 7 cases d'un autre lui permettra de récupérer soit une partie du corps désactivée, soit 50 PV, et 5 Volonté",,,,,,
POWERED_UP_NAME,Text,,ALL POWERED UP,,SUR-ALIMENTÉ,,,,,,
POWERED_UP_DESCRIPTION,Text,,"From the moment it is alerted, an Automata gains 5 WP per turn. Its speed is determined by its current WP. Once it reaches maximum WP, it gains the this status, receving +50% damage to all attacks and 25% damage resistance",,"A partir du moment où il est alerté, un Automate gagne 5 Volonté par tour. Sa vitesse est déterminée par sa Volonté actuelle. Une fois qu'il atteint la Volonté maximum, il acquiert ce statut, recevant +50 % de dégâts à toutes les attaques et 25 % de résistance aux dégâts.",,,,,,
UNKNOWN_STATUS_NAME,Text,,?,,?,,,,,,
UNKNOWN_STATUS_DESCRIPTION,Text,,Research the entity to learn what it is capable of,,Recherchez l’entité pour savoir de quoi elle est capable.,,,,,,
KEY_EMP_RESISTANCE_NAME,Text,,IMMUNE TO EMP,,IMMUNISÉ CONTRE LES EMP,,,,,,
KEY_EMP_RESISTANCE_DESCRIPTION,Text,,Immune to EMP attacks,,Immunisé contre les attaques EMP,,,,,,
IMMUNITY_TO_PARALYSIS_NAME,Text,,IMMUNE TO PARALYZE WEAPONS,,IMMUNISÉ CONTRE LES ARMES PARALYSANTES,,,,,,
IMMUNITY_TO_PARALYSIS_DESCRIPTION,Text,,Immune to Paralyze weapons,,Immunisé contre les armes paralysantes,,,,,,
FIRE_QUENCHER_NAME,Text,,FIRE QUENCHER,,EXTINCTEUR D'INCENDIE,,,,,,
FIRE_QUENCHER_DESCRIPTION,Text,,Immunity to fire. Replaces any lit tiles it passes through with Mist.,,Immunité au feu. Remplace toutes les cases en feu traversées par de la Brume.,,,,,,
ROOKIE_VULNERABILITY_NAME,Text,,Heroes always win,,Les héros gagnent toujours,,,,,,
ROOKIE_VULNERABILITY_DESCRIPTION,Text,,...When you are playing on Rookie. All enemies suffer 50% more damage. ,,...Quand vous jouez en Rookie. Tous les ennemis subissent 50 % de dégâts supplémentaires.,,,,,,
ROOKIE_PROTECTION_DESCRIPTION,Text,,...When you are playing on Rookie. All Phoenix operatives suffer 50% less damage.,,...Quand vous jouez en Rookie. Tous les agents de Phoenix subissent 50 % de dégâts en moins.,,,,,,
ETERMES_VULNERABILITY_NAME,Text,,You are Etermes,,Vous êtes Etermes,,,,,,
ETERMES_VULNERABILITY_DESCRIPTION,Text,,...And everything is always too easy for you. All Phoenix operatives suffer 25% more damage.,,...Et tout est toujours trop facile pour vous. Tous les agents de Phoenix subissent 25 % de dégâts supplémentaires.,,,,,,
ETERMES_PROTECTION_DESCRIPTION,Text,,...And everything is always too easy for you. ,,...Et tout est toujours trop facile pour vous.,,,,,,
SCYLLA_DAMAGERESISTANCE_NAME,Text,,Apex of Creation,,Sommet de la création,,,,,,
SCYLLA_DAMAGERESISTANCE_DESCRIPTION,Text,,This Scylla has a 25% resistance against all types of damage.,,Ce Scylla a une résistance de 25% contre tous types de dégâts.,,,,,,
ROBOTIC_SELF_REPAIR_TITLE,Text,,SELF-RESTORE,,AUTO-RESTAURATION,,,,,,
ROBOTIC_SELF_REPAIR_ABILITY_TEXT,Text,,Restores all its disabled limbs after one turn. ,,Restaure tous ses membres désactivés après un tour.,,,,,,
ROBOTIC_SELF_REPAIR_TEXT_TEXT,Text,,All disabled limbs will be restored with half their maximum health next turn.,,Tous les membres désactivés seront restaurés avec la moitié de leur santé maximale au prochain tour.,,,,,,
CYCLOPS_SCREAM_TITLE,Text,,TREMOR STOMP,,TREMBLEMENT,,,,,,
CYCLOPS_SCREAM_DESCRIPTION,Text,,"Disorients, deals 60 damage and 1 psychic damage to all organic targets within 12 tiles. ",,"Désoriente, inflige 60 dégâts et 1 dégât psychique à toutes les cibles organiques dans un rayon de 12 cases.",,,,,,
KEY_MUTOID_CURE_SPRAY_DESCRIPTION,Text,,"Removes all Paralysis, Bleeding, Poison, Strained, Infected, Dazed, and Slowed status effects from target ally.",,"Supprime tous les effets de paralysie, de saignement, de poison, de tension, d'infection, d'étourdissement et de ralentissement de l'allié ciblé.",,,,,,
KEY_REPAIR_KIT_ABILITY_DESCRIPTION,Text,,"Removes all acid, bleeding, blind, paralyzed, poisoned, slowed, stun, trembling, viral status from the target.",,"Supprime tout acide, saignement, aveuglement, paralysie, empoisonné, ralenti, étourdissement, tremblement et statut viral de la cible.",,,,,,
KEY_REPAIR_KIT_ABILITY_NAME,Text,,USE NANOTECH FIELDKIT,,UTILISER LE KIT DE TERRAIN NANOTECH,,,,,,
KEY_PX_BLAST_RES_ATTACHMENT_DESCRIPTION,Text,,Blast and Fire Damage Resistant Vest,,Gilet résistant aux dégâts causés par les explosions et le feu,,,,,,
KEY_PX_BLAST_RES_ATTACHMENT_NAME,Text,,Hazard Protection Vest ,,Gilet de protection contre les risques,,,,,,
EXTRAHEALING_NAME,Text,not used,INCREASED HEALING,,GUÉRISON ACCRUE,,,,,,
EXTRAHEALING_DESCRIPTION,Text,not used,Increases incoming healing by 25%,,Augmente les soins reçus de 25%,,,,,,
RESISTANCE_TO_PARALYSIS_NAME,Text,,PARALYSIS RESISTANCE,,RÉSISTANCE À LA PARALYSIE,,,,,,
RESISTANCE_TO_PARALYSIS_DESCRIPTION,Text,,Reduces incoming paralysis damage by half,,Réduit de moitié les dégâts de paralysie reçus,,,,,,
ACID_IMMUNITY_NAME,Text,,ACID IMMUNITY,,IMMUNITÉ À L'ACIDE,,,,,,
ACID_IMMUNITY_DESCRIPTION,Text,,Immune to Acid,,Immunisé contre l'acide,,,,,,
CAPTURE_ABILITY_NAME,Text,,PRIORITY SKYHOOK EXTRACTION,,EXTRACTION PRIORITAIRE DE SKYHOOK,,,,,,
CAPTURE_ABILITY_DESCRIPTION,Text,,Marks the paralyzed Pandoran for priority extraction and capture at the end of the mission.,,Marque le Pandorien paralysé pour une extraction et une capture prioritaires à la fin de la mission.,,,,,,
CAPTURE_STATUS_NAME,Text,,PRIORITY FOR EXTRACTION AND CAPTURE,,PRIORITÉ À L'EXTRACTION ET À LA CAPTURE,,,,,,
CAPTURE_STATUS_DESCRIPTION,Text,,This Pandoran has been marked for priority extraction at the end of this mission; it will be extracted even if more valuable Pandorans have been paralyzed.,,Ce Pandorien a été marqué pour une extraction prioritaire à la fin de cette mission ; il sera extrait même si des Pandoriens plus précieux ont été paralysés.,,,,,,
CANCEL_CAPTURE_NAME,Text,,CANCEL PRIORITY SKYHOOK EXTRACTION,,ANNULER L'EXTRACTION PRIORITAIRE DE SKYHOOK,,,,,,
CANCEL_CAPTURE_DESCRIPTION,Text,,Removes this paralyzed Pandoran from priority list for extraction at the end of the mission.,,Supprime ce Pandorien paralysé de la liste des priorités pour extraction en fin de mission.,,,,,,
CAPTURE_CAPACITY_BASE,Text,,"FUNCTIONING CONTAINMENT FACILITY PRESENT, FULLY PARALYZED PANDORANS WILL BE CAPTURED",,"INSTALLATION DE CONFINEMENT FONCTIONNANTE PRÉSENTE, LES PANDORIENS ENTIÈREMENT PARALYSÉS SERONT CAPTURÉS",,,,,,
CAPTURE_CAPACITY_AIRCRAFT,Text,,CAPTURE SPACE REMAINING: ,,CAPTURER L'ESPACE RESTANT :,,,,,,
CAPTURE_CAPACITY_TOTAL,Text,,TOTAL AVAILABLE CONTAINMENT:,,CONFINEMENT TOTAL DISPONIBLE :,,,,,,
KEY_BASE_FACILITY_CONTAINMENT_DESCRIPTION,Text,,"Live Pandorans can be contained here and kept alive. Large creatures will take more space, and space is shared across all facilities. The facility has 25 containment space.",,Les Pandoriens vivants peuvent être confinés ici et maintenus en vie. Les grandes créatures occuperont plus d’espace et l’espace est partagé entre toutes les installations. L'installation dispose de 25 espaces de confinement.,,,,,,
TFTV_HUMAN_ENEMIES_FEARSOME_TEXT,Text,,Enemies who can see the character lose 2 WP,,Les ennemis qui peuvent voir le personnage perdent 2 Volonté,,,,,,
TFTV_HUMAN_ENEMIES_FEARSOME_TITLE,Text,,Fearsome,,Redoutable,,,,,,
TFTV_HUMAN_ENEMIES_VOLLEY_TEXT,Text,,Allies first attack with firearms costs 1 AP less,,La première attaque des alliés avec des armes à feu coûte 1 PA de moins,,,,,,
TFTV_HUMAN_ENEMIES_VOLLEY_TITLE,Text,,Starting volley,,Volée de départ,,,,,,
TFTV_HUMAN_ENEMIES_SELFREPAIR_TEXT,Text,,Allies gain self-repair ability that restores disabled limbs,,Les alliés acquièrent une capacité d'auto-réparation qui restaure les membres désactivés,,,,,,
TFTV_HUMAN_ENEMIES_SELFREPAIR_TITLE,Text,,Self-repair protocol,,Protocole d'auto-réparation,,,,,,
TFTV_HUMAN_ENEMIES_DRUGS_TEXT,Text,,All lowest tier friendlies gain 10 regeneration,,Tous les ennemis du niveau le plus bas bénéficient de 10 en régénération.,,,,,,
TFTV_HUMAN_ENEMIES_DRUGS_TITLE,Text,,Experimental drugs,,Médicaments expérimentaux,,,,,,
TFTV_HUMAN_ENEMIES_CAMO_TEXT,Text,,Character and allies within 12 tiles get +100% stealth,,Le personnage et les alliés dans un rayon de 12 cases obtiennent +100 % de furtivité,,,,,,
TFTV_HUMAN_ENEMIES_CAMO_TITLE,Text,,Active camo,,Camouflage actif,,,,,,
TFTV_HUMAN_ENEMIES_DISCIPLINE_TEXT,Text,,Allies within 20 tiles have return fire ability,,Les alliés dans un rayon de 20 cases ont une capacité de riposte,,,,,,
TFTV_HUMAN_ENEMIES_DISCIPLINE_TITLE,Text,,Fire discipline,,Discipline du feu,,,,,,
TFTV_HUMAN_ENEMIES_FRENZY_TEXT,Text,,"When any high ranking character dies, allies gain frenzy status",,"Lorsqu'un personnage de haut rang meurt, les alliés acquièrent le statut de frénésie.",,,,,,
TFTV_HUMAN_ENEMIES_FRENZY_TITLE,Text,,Blood frenzy,,Frénésie de sang,,,,,,
TFTV_HUMAN_ENEMIES_RETRIBUTION_TEXT,Text,,Enemy that attacks character becomes Marked for Death,,L'ennemi qui attaque le personnage devient 'Désigné pour mourir',,,,,,
TFTV_HUMAN_ENEMIES_RETRIBUTION_TITLE,Text,,Retribution,,Châtiment,,,,,,
TFTV_HUMAN_ENEMIES_AMBUSH_TEXT,Text,,Each ally does +10% damage while leader is alive if there are no enemies in sight within 10 tiles at the start of its turn,,Chaque allié inflige +10 % de dégâts tant que le chef est en vie s'il n'y a aucun ennemi en vue dans un rayon de 10 cases au début de son tour.,,,,,,
TFTV_HUMAN_ENEMIES_AMBUSH_TITLE,Text,,Ambush,,Embuscade,,,,,,
TFTV_HUMAN_ENEMIES_TARGETING_TEXT,Text,,"While leader is alive each ally gains +15% accuracy per ally within 12 tiles, up to +60%",,"Tant que le chef est en vie, chaque allié gagne +15 % de précision par allié dans un rayon de 12 cases, jusqu'à +60 %",,,,,,
TFTV_HUMAN_ENEMIES_TARGETING_TITLE,Text,,Assisted targeting,,Ciblage assisté,,,,,,
TFTV_HUMAN_ENEMIES_NJ,Text,,New Jericho,,Nouvelle Jéricho,,,,,,
TFTV_HUMAN_ENEMIES_ANU,Text,,Disciples of Anu,,Disciples d'Anu,,,,,,
TFTV_HUMAN_ENEMIES_UNIT_TYPE_GANG,Text,,a gang,,un groupe,,,,,,
TFTV_HUMAN_ENEMIES_UNIT_TYPE_SQUAD,Text,,squad,,équipe,,,,,,
TFTV_HUMAN_ENEMIES_UNIT_TYPE_PACK,Text,,a pack of Forsaken,,une meute de Rejetés,,,,,,
TFTV_HUMAN_ENEMIES_UNIT_TYPE_ARRAY,Text,,an array of the Pure,,un éventail de purs,,,,,,
DLC4 Hypnos/KEY_STATUS_CORRUPTED_NAME,Text,,Delirium,,Délirium,,,,,,
KEY_STATUS_CORRUPTED_NAME,Text,,DELIRIUM,,DÉLIRIUM,,,,,,
KEY_STATUS_CORRUPTED_DESCRIPTION,Text,,"Delirium reduces WP. This effect is, in turn, reduced by 1 per 10 Stamina. Maximum Delirium level is determined by ODI.",,"Le délirium réduit la Volonté. Cet effet est, à son tour, réduit de 1 par 10 d'endurance. Le niveau maximum de délirium est déterminé par l’ODI.",,,,,,
KEY_CO_CORRUPTION_NAME,Text,,Co-Delirium,,Co-délirium,,,,,,
KEY_CO_CORRUPTION_DESCRIPTION,Text,,All Pandorans deal Delirium damage when attacking with a melee weapon.,,Tous les Pandoriens en combat rapproché infligent des dégâts de Délirium.,,,,,,
KEY_CONTACT_CORRUPTION_NAME,Text,,CONTACT DELIRIUM,,DÉLIRIUM DE CONTACT,,,,,,
KEY_CONTACT_CORRUPTION_DESCRIPTION,Text,,Increases Delirium of attacker when suffering Melee or Bash attacks.,,Augmente le délirium de l'attaquant lorsqu'il subit des attaques de mêlée.,,,,,,
KEY_DAMAGE_TYPE_CORRUPTION,Text,,DELIRIUM,,DÉLIRIUM,,,,,,
DLC4 Hypnos/KEY_DAMAGE_TYPE_CORRUPTION,Text,,DELIRIUM,,DÉLIRIUM,,,,,,
KEY_DAMAGE_TYPE_CORRUPTION_DESC,Text,,Applies Delirium to the target.,,Applique du Délirium à la cible.,,,,,,
KEY_CORRUPTION_IMMUNITY_NAME,Text,,DELIRIUM IMMUNITY,,IMMUNITÉ AU DÉLIRIUM,,,,,,
KEY_CORRUPTION_IMMUNITY_DESCRIPTION,Text,,Immune to Delirium.,,Immunisé contre le délirium.,,,,,,
DLC4 Hypnos/KEY_CORRUPTION_STATUS,Text,,DELIRIUM STATUS,,ÉTAT DE DÉLIRIUM,,,,,,
KEY_CORRUPTIVE_ATTACK_DESCRIPTION,Text,,Successful attacks spread delirium to organic units.,,Les attaques réussies propagent le délirium aux unités organiques.,,,,,,
KEY_CORRUPTIVE_ATTACK_NAME,Text,,DELIRIUM ATTACK,,CRISE DE DÉLIRIUM,,,,,,
KEY_CORRUPTIVE_CLOUD_DESCRIPTION,Text,,Spreads delirium to all organic enemies within 10 tiles.,,Répand le délirium à tous les ennemis organiques dans un rayon de 10 cases.,,,,,,
KEY_CORRUPTIVE_CLOUD_NAME,Text,,DELIRIUM CLOUD,,NUAGE DE DÉLIRIUM,,,,,,
KEY_CORRUPTIVE_SPRAY_DESCRIPTION,Text,,Organic targets will receive delirium in addition to the standard damage.,,Les cibles organiques recevront du délirium en plus des dégâts standards.,,,,,,
KEY_CORRUPTIVE_SPRAY_NAME,Text,,DELIRIUM SPRAY,,SPRAY AU DÉLIRIUM,,,,,,
DELIRIUM_PERK_HYPERALGESIA_NAME,Text,,HYPERALGESIA,,HYPERALGÉSIE,,,,,,
DELIRIUM_PERK_HYPERALGESIA_DESCRIPTION,Text,,"Lose 1 WP when taking damage, no WP loss when allies die
<i>Subject has extreme sensitivity to pain and exhibits symptoms of empathy fatigue</i>",,"Perdez 1 Point de Volonté lorsque vous subissez des dégâts, aucune perte de Point de Volonté lorsque les alliés meurent
<i>Le sujet est extrêmement sensible à la douleur et présente des symptômes de fatigue empathique</i>",,,,,,
"DELIRIUM_PERK_FERAL_NAME
",Text,,"FERAL
",,SAUVAGE,,,,,,
"DELIRIUM_PERK_FERAL_DESCRIPTION
",Text,,"All actions have 10% chance to fumble, recover 1 AP from killing enemies
<i>Subject engages in atavistic behavior. Alterations in adrenal glands function are also observed</i>",,"Toutes les actions ont 10 % de chances d'échouer, récupére 1 Point d'Action en tuant des ennemis
<i>Le sujet adopte un comportement atavique. Des altérations de la fonction des glandes surrénales sont également observées.</i>",,,,,,
"DELIRIUM_PERK_NEW_FERAL_DESCRIPTION
",Text,,"All skills that cost WP cost +1 WP, +8 to Strength
<i>Subject engages in atavistic behavior. Alterations in adrenal glands function are also observed</i>",,"Toutes les compétences qui coûtent du WP coûtent +1 WP, +8 à la Force
<i>Le sujet adopte un comportement atavique. Des altérations de la fonction des glandes surrénales sont également observées.</i>",,,,,,
DELIRIUM_PERK_DEREALIZATION_NAME,Text,,DEREALIZATION,,DÉRÉALISATION,,,,,,
DELIRIUM_PERK_DEREALIZATION_DESCRIPTION,Text,,"-5 to Strength, disabled limbs remain functional
<i>Subject reports increasing detachment from reality and own body</i>",,"-5 à la Force, les membres handicapés restent fonctionnels
<i>Le sujet rapporte un détachement croissant de la réalité et de son propre corps</i>",,,,,,
DELIRIUM_PERK_ONE_OF_THEM_NAME,Text,,ONE OF THEM,,L'UN D'EUX,,,,,,
DELIRIUM_PERK_ONE_OF_THEM_DESCRIPTION,Text,,"Receives Delirium damage x2, immune to Mist
<i>Subject appears to have acquired tolerance to Mist, resulting in a cognitive dissonance</i>",,"Subit des dégâts de Délirium x2, immunisé contre la Brume
<i>Le sujet semble avoir acquis une tolérance à la Brume, entraînant une dissonance cognitive</i>",,,,,,
DELIRIUM_PERK_WOLVERINE_NAME,Text,,WOLVERINE,,WOLVERINE,,,,,,
DELIRIUM_PERK_WOLVERINE_DESCRIPTION,Text,,"-20% to Accuracy, gain Slashing Strike
<i>Subject has gained a retractable claw-like appendage protruding from the right wrist. Unfortunately, discharging firearms has become moderately uncomfortable</i>",,"-20% à la Précision, gagne Frappe Tranchante
<i>Le sujet a développé un appendice rétractable en forme de griffe dépassant du poignet droit. Malheureusement, le maniement des armes à feu est devenu modérément inconfortable.</i>",,,,,,
DELIRIUM_PERK_WOLVERINE_CURED_DESCRIPTION,Text,,"Slashing Strike
<i>""I just got used to it, I guess""</i>",,"Frappe tranchante
<i>""Je viens juste de m'y habituer, je suppose""</i>",,,,,,
DELIRIUM_PERK_TERROR_NAME,Text,,TERROR,,TERREUR,,,,,,
DELIRIUM_PERK_TERROR_DESCRIPTION,Text,,"-2 to Speed, +25% to Stealth
<i>Despite enhanced treatment, subject remains fearful and acts with extreme caution in the field</i>",,"-2 à la vitesse, +25 % à la furtivité
<i>Malgré un traitement renforcé, le sujet reste craintif et agit avec une extrême prudence sur le terrain</i>",,,,,,
DELIRIUM_PERK_FASTER_SYNAPSES_NAME,Text,,FASTER SYNAPSES,,SYNAPSES PLUS RAPIDES,,,,,,
DELIRIUM_PERK_FASTER_SYNAPSES_DESCRIPTION,Text,,"-25% Stealth, start each mission Frenzied for 2 turns
<i>Subject shows bursts of extraordinary speed and heightened lower brain function, but also exhibits constant uncontrollable twitching</i>",,"-25% de Furtivité, débute chaque mission avec Frénésie pendant 2 tours
<i>Le sujet fait preuve d'une rapidité extraordinaire et d'une fonction corticale inférieure accrue, mais présente également des contractions constantes et incontrôlables</i>",,,,,,
DELIRIUM_PERK_BLOODTHIRSTY_NAME,Text,,BLOODTHIRSTY,,SANGUINAIRE,,,,,,
DELIRIUM_PERK_BLOODTHIRSTY_DESCRIPTION,Text,,"Allies lose 1 WP from enemies killed, gain Devour ability
<i>Subject exhibits symptoms of a sadistic personality disorder and altered metabolism correlated to endorphin release</i>",,"Les alliés perdent 2 Points de Volonté par ennemis tués et gagnent la capacité de Dévoration
<i>Le sujet présente des symptômes d'un trouble de la personnalité sadique et une altération du métabolisme corrélée à la libération d'endorphines</i>",,,,,,
DELIRIUM_PERK_ANXIETY_NAME,Text,,ANXIETY,,ANXIÉTÉ,,,,,,
DELIRIUM_PERK_ANXIETY_DESCRIPTION,Text,,"Start each mission Disoriented for 2 turns
<i>Subject exhibits symptoms of a General Anxiety Disorder; limited response to treatment</i>",,"Commencez chaque mission en étant désorienté pendant 2 tours
<i>Le sujet présente des symptômes d'un trouble d'anxiété générale ; réponse limitée au traitement</i>",,,,,,
DELIRIUM_PERK_NEW_ANXIETY_DESCRIPTION,Text,,"Start each mission Disoriented for 2 turns, immune to Mind Control
<i>Subject exhibits symptoms of a General Anxiety Disorder; limited response to treatment</i>",,"Commencez chaque mission Désorienté pendant 2 tours, immunisé contre le contrôle mental
<i>Le sujet présente des symptômes d'un trouble d'anxiété générale ; réponse limitée au traitement</i>",,,,,,
DELIRIUM_PERK_INNER_SIGHT_NAME,Text,,INNER SIGHT,,VUE INTÉRIEURE,,,,,,
DELIRIUM_PERK_INNER_SIGHT_DESCRIPTION,Text,,"-10 Perception, +10 Hearing Range
<i>The subject is often observed with eyes closed; claims to see with an 'inner eye'; possible schizophrenia, but heightened extrasensorial perception confirmed</i>",,"-10 Perception, +10 Portée Auditive
<i>Le sujet est souvent observé les yeux fermés ; prétend voir avec un « œil intérieur » ; schizophrénie possible, mais perception extrasensorielle accrue confirmée</i>",,,,,,
TFTV_KEY_UMBRA_TARGET_DISPLAY_NAME,Text,,UMBRA,,OMBRE,,,,,,
TFTV_KEY_UMBRA_TARGET_DISPLAY_DESCRIPTION,Text,,It's not real it's not real it's not real it's not real,,Ce n'est pas réel ce n'est pas réel ce n'est pas réel ce n'est pas réel,,,,,,
ANC_AUTOREPAIR_TITLE,Text,,Self repair,,Auto-réparation,,,,,,
ANC_AUTOREPAIR_TEXT,Text,,Using a nearby fallen Automata for spare parts,,Utilise un automate tombé à proximité pour les pièces de rechange,,,,,,
FORCE_GATE_ABILITY,Text,,Activate the Eldritch Device,,Activer le dispositif surnaturel,,,,,,
FORCE_GATE_ABILITY_DESCRIPTION,Text,,Attempt to open the non-Eucledian Receptacle Gates. All three devices must be activated on the same turn to work. Takes 2 turns.,,Essayez d'ouvrir les portes du réceptacle non euclidien. Les trois appareils doivent être activés au même tour pour fonctionner. Prend 2 tours.,,,,,,
CANCEL_FORCE_GATE_ABILITY,Text,,Cancel Eldritch Device activation.,,Annulez l’activation du dispositif surnaturel.,,,,,,
CANCEL_FORCE_GATE_ABILITY_DESCRIPTION,Text,,Stop attempt to open the non-Eucledian Receptacle Gates.,,Arrêtez de tenter d'ouvrir les portes du réceptacle non euclidien.,,,,,,
FORCE_GATE_STATUS,Text,,Operating Eldritch Device.,,Manipulation du dispositif surnaturel.,,,,,,
FORCE_GATE_STATUS_DESCRIPTION,Text,,Operative busy trying to figure out the accursed puzzle.,,Agent occupé à essayer de résoudre le puzzle surnaturel non-euclidien.,,,,,,
KEY_STATUS_SLOWED_DESCRIPTION,Text,,Speed is reduced to 25%.,,Vitesse est réduite à 25%.,,,,,,
HUMAN_ENEMIES_KEY_BOSS,Text,,Boss,,Boss,,,,,,
HUMAN_ENEMIES_KEY_ENFORCER,Text,,Enforcer,,Exécuteur,,,,,,
HUMAN_ENEMIES_KEY_RAIDER,Text,,Raider,,Raider,,,,,,
HUMAN_ENEMIES_KEY_CARRION,Text,,Carrion,,Larbin,,,,,,
HUMAN_ENEMIES_KEY_LEADER,Text,,Leader,,Commandant,,,,,,
HUMAN_ENEMIES_KEY_VETERAN,Text,,Veteran,,Vétéran,,,,,,
HUMAN_ENEMIES_KEY_JACKBOOT,Text,,Jackboot,,Soldat,,,,,,
HUMAN_ENEMIES_KEY_GREENHORN,Text,,Greenhorn,,Conscrit,,,,,,
HUMAN_ENEMIES_KEY_WARDEN,Text,,Warden,,Responsable,,,,,,
HUMAN_ENEMIES_KEY_RANGER,Text,,Ranger,,Ranger,,,,,,
HUMAN_ENEMIES_KEY_PEACEKEEPER,Text,,Peacekeeper,,Gardien,,,,,,
HUMAN_ENEMIES_KEY_CITIZEN,Text,, Citizen,,Citoyen,,,,,,
HUMAN_ENEMIES_KEY_TAXIARCH,Text,,Taxiarch,,Taxiarque,,,,,,
HUMAN_ENEMIES_KEY_ADEPT,Text,,Adept,,Expert,,,,,,
HUMAN_ENEMIES_KEY_ACOLYTE,Text,,Acolyte,,Acolyte,,,,,,
HUMAN_ENEMIES_KEY_NEOPHYTE,Text,,Neophyte,,Néophyte,,,,,,
HUMAN_ENEMIES_KEY_MACHINA,Text,,Machina,,Machine,,,,,,
